All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION
Scottish,450,./markedupfiles/089.txt,1,450,False,3,100,1,100,False,False,False,100
Labour,451,./markedupfiles/089.txt,1,451,False,4,100,2,100,False,False,False,100
Party,452,./markedupfiles/089.txt,1,452,False,5,3,3,3,False,False,False,100
"""This",455,./markedupfiles/089.txt,1,455,False,100,0,100,0,False,False,False,100
McLetchie,459,./markedupfiles/089.txt,1,459,False,2,3,3,2,False,False,False,100
"""However",468,./markedupfiles/089.txt,1,468,False,5,100,2,0,False,False,False,100
Scottish,490,./markedupfiles/089.txt,1,490,False,5,100,2,100,False,False,False,100
National,491,./markedupfiles/089.txt,1,491,False,100,100,3,100,False,False,False,100
Party,492,./markedupfiles/089.txt,1,492,False,100,100,4,100,False,False,False,100
Holyrood,493,./markedupfiles/089.txt,1,493,False,100,100,5,100,False,False,False,100
Nicola,495,./markedupfiles/089.txt,1,495,False,100,100,100,100,False,False,False,100
Sturgeon,496,./markedupfiles/089.txt,1,496,False,100,100,100,3,False,False,False,100
McLetchie,499,./markedupfiles/089.txt,1,499,False,100,2,100,0,False,False,False,100
Sturgeon,508,./markedupfiles/089.txt,1,508,False,4,2,3,3,False,False,False,100
McLetchie,521,./markedupfiles/089.txt,1,521,False,5,100,2,0,False,False,False,100
I'm,523,./markedupfiles/089.txt,1,523,False,100,2,1,1,False,False,False,100
She,531,./markedupfiles/089.txt,1,531,False,4,3,2,1,False,False,False,100
Tories,538,./markedupfiles/089.txt,1,538,False,3,0,1,0,False,False,False,100
"""lose",547,./markedupfiles/089.txt,1,547,False,2,1,1,0,False,False,False,100
Peter,552,./markedupfiles/089.txt,1,552,False,3,100,2,3,False,False,False,100
Misselbrook,553,./markedupfiles/089.txt,1,553,False,4,100,3,2,False,False,False,100
Tods,557,./markedupfiles/089.txt,1,557,False,100,1,1,100,False,False,False,100
Murray,558,./markedupfiles/089.txt,1,558,False,100,0,2,3,False,False,False,100
McLetchie,561,./markedupfiles/089.txt,1,561,False,2,0,5,0,False,False,False,100
"""David",572,./markedupfiles/089.txt,1,572,False,100,0,4,0,False,False,False,100
David,0,./markedupfiles/248.txt,1,0,False,100,100,100,1,False,False,False,100
Blunkett,1,./markedupfiles/248.txt,1,1,False,100,100,100,0,False,False,False,100
David,4,./markedupfiles/248.txt,1,4,False,100,3,2,2,False,False,False,100
Blunkett,5,./markedupfiles/248.txt,1,5,False,100,2,3,1,False,False,False,100
Yorkshire,20,./markedupfiles/248.txt,1,20,False,100,2,2,3,False,False,False,100
News,47,./markedupfiles/248.txt,1,47,False,100,100,5,0,False,False,False,100
World,50,./markedupfiles/248.txt,1,50,False,100,100,4,1,False,False,False,100
"""Trust",64,./markedupfiles/248.txt,1,64,False,3,100,4,1,False,False,False,100
"""It",123,./markedupfiles/248.txt,1,123,False,4,0,2,1,False,False,False,100
"""None",148,./markedupfiles/248.txt,1,148,False,100,100,2,0,False,False,False,100
"""Our",204,./markedupfiles/248.txt,1,204,False,4,100,4,1,False,False,False,100
French,208,./markedupfiles/248.txt,1,208,False,100,1,1,1,False,False,False,100
Blunkett.,215,./markedupfiles/248.txt,1,215,False,2,100,5,2,False,False,False,100
"""The",216,./markedupfiles/248.txt,1,216,False,3,100,100,1,False,False,False,100
Dover,223,./markedupfiles/248.txt,1,223,False,100,0,1,0,False,False,False,100
"""Strengthening",227,./markedupfiles/248.txt,1,227,False,2,2,3,0,False,False,False,100
"""You",259,./markedupfiles/248.txt,1,259,False,5,0,2,1,False,False,False,100
Shipman's,269,./markedupfiles/248.txt,1,269,False,3,3,4,3,False,True,False,100
You,272,./markedupfiles/248.txt,1,272,False,100,0,100,0,False,False,False,100
Labour,0,./markedupfiles/260.txt,1,0,False,100,1,100,1,False,False,False,100
Labour's,6,./markedupfiles/260.txt,1,6,False,4,1,4,2,False,True,False,100
MPs,20,./markedupfiles/260.txt,1,20,False,2,100,1,3,False,False,False,100
Tony,22,./markedupfiles/260.txt,1,22,False,4,100,3,1,False,False,False,100
Blair,23,./markedupfiles/260.txt,1,23,False,5,100,4,0,False,False,False,100
Gordon,25,./markedupfiles/260.txt,1,25,False,100,100,1,1,False,False,False,100
Brown,26,./markedupfiles/260.txt,1,26,False,100,100,2,0,False,False,False,100
Brown,33,./markedupfiles/260.txt,1,33,False,100,0,3,0,False,False,False,100
John,40,./markedupfiles/260.txt,1,40,False,2,100,1,1,False,False,False,100
Prescott,41,./markedupfiles/260.txt,1,41,False,3,100,2,0,False,False,False,100
Alan,43,./markedupfiles/260.txt,1,43,False,5,2,1,1,False,False,False,100
Milburn,44,./markedupfiles/260.txt,1,44,False,100,1,2,0,False,False,False,100
Blair.,56,./markedupfiles/260.txt,1,56,False,100,100,2,3,False,False,False,100
Monday,61,./markedupfiles/260.txt,1,61,False,100,0,1,100,False,False,False,100
MPs,65,./markedupfiles/260.txt,1,65,False,3,3,5,1,False,False,False,100
The,86,./markedupfiles/260.txt,1,86,False,100,1,2,1,False,False,False,100
Milburn,93,./markedupfiles/260.txt,1,93,False,2,0,4,0,False,False,False,100
Brown's,104,./markedupfiles/260.txt,1,104,False,100,100,5,100,False,True,False,100
But,109,./markedupfiles/260.txt,1,109,False,100,100,100,0,False,False,False,100
Brown,116,./markedupfiles/260.txt,1,116,False,100,2,2,1,False,False,False,100
Asked,126,./markedupfiles/260.txt,1,126,False,100,3,4,0,False,False,False,100
Brown,143,./markedupfiles/260.txt,1,143,False,5,2,4,2,False,False,False,100
"""You",145,./markedupfiles/260.txt,1,145,False,100,0,100,0,False,False,False,100
British,157,./markedupfiles/260.txt,1,157,False,3,3,5,3,False,False,False,100
Brown,184,./markedupfiles/260.txt,1,184,False,100,1,3,100,False,False,False,100
"""Of",188,./markedupfiles/260.txt,1,188,False,2,2,100,3,False,False,False,100
Downing,195,./markedupfiles/260.txt,1,195,False,4,100,3,2,False,False,False,100
Street,196,./markedupfiles/260.txt,1,196,False,5,100,4,1,False,False,False,100
Brown,204,./markedupfiles/260.txt,1,204,False,100,0,4,0,False,False,False,100
Blair,216,./markedupfiles/260.txt,1,216,False,2,1,3,1,False,False,False,100
"""There",217,./markedupfiles/260.txt,1,217,False,3,0,4,0,False,False,False,100
Labour's,232,./markedupfiles/260.txt,1,232,False,3,2,5,100,False,True,False,100
Britain,236,./markedupfiles/260.txt,1,236,False,1,0,100,0,False,False,False,100
They,258,./markedupfiles/260.txt,1,258,False,100,3,3,2,False,False,False,100
Tories,265,./markedupfiles/260.txt,1,265,False,2,0,1,100,False,False,False,100
Milburn,270,./markedupfiles/260.txt,1,270,False,4,0,100,1,False,False,False,100
"""which",275,./markedupfiles/260.txt,1,275,False,4,0,3,0,False,False,False,100
Conservative,290,./markedupfiles/260.txt,1,290,False,100,100,2,100,False,False,False,100
Liam,292,./markedupfiles/260.txt,1,292,False,100,100,4,2,False,False,False,100
Fox,293,./markedupfiles/260.txt,1,293,False,100,100,5,1,False,False,False,100
"""The",299,./markedupfiles/260.txt,1,299,False,100,0,4,1,False,False,False,100
Prisoner,311,./markedupfiles/260.txt,1,311,False,2,100,3,100,False,False,False,100
Cell,312,./markedupfiles/260.txt,1,312,False,3,3,4,3,False,False,False,100
Block,313,./markedupfiles/260.txt,1,313,False,4,2,5,2,False,False,False,100
"H.""",314,./markedupfiles/260.txt,1,314,False,5,1,100,1,False,False,False,100
Labour,315,./markedupfiles/260.txt,1,315,False,100,0,100,0,False,False,False,100
English-speaking,332,./markedupfiles/260.txt,1,332,False,100,100,1,1,False,False,False,100
The,336,./markedupfiles/260.txt,1,336,False,100,100,2,2,False,False,False,100
Monday's,345,./markedupfiles/260.txt,1,345,False,4,100,1,1,False,True,False,100
Parliamentary,349,./markedupfiles/260.txt,1,349,False,100,100,1,2,False,False,False,100
Labour,350,./markedupfiles/260.txt,1,350,False,100,3,2,1,False,False,False,100
Party,351,./markedupfiles/260.txt,1,351,False,100,2,3,0,False,False,False,100
Robert,357,./markedupfiles/260.txt,1,357,False,3,100,2,100,False,False,False,100
Peston's,358,./markedupfiles/260.txt,1,358,False,4,100,3,100,False,True,False,100
Blair,362,./markedupfiles/260.txt,1,362,False,100,0,100,2,False,False,False,100
MPs,364,./markedupfiles/260.txt,1,364,False,1,3,100,0,False,False,False,100
Cabinet,373,./markedupfiles/260.txt,1,373,False,5,3,1,0,False,False,False,100
Labour,387,./markedupfiles/260.txt,1,387,False,100,100,2,1,False,False,False,100
Party,388,./markedupfiles/260.txt,1,388,False,100,100,3,0,False,False,False,100
Labour's,401,./markedupfiles/260.txt,1,401,False,100,2,100,3,False,True,False,100
Paul,402,./markedupfiles/260.txt,1,402,False,100,1,100,2,False,False,False,100
Flynn,403,./markedupfiles/260.txt,1,403,False,100,0,100,1,False,False,False,100
"""scorching""",410,./markedupfiles/260.txt,1,410,False,3,100,1,0,False,False,False,100
MPs.,412,./markedupfiles/260.txt,1,412,False,5,100,1,100,False,False,False,100
Tuesday,414,./markedupfiles/260.txt,1,414,False,100,100,3,100,False,False,False,100
Prescott,419,./markedupfiles/260.txt,1,419,False,100,0,100,100,False,False,False,100
BBC,421,./markedupfiles/260.txt,1,421,False,1,2,100,100,False,False,False,100
News,422,./markedupfiles/260.txt,1,422,False,2,1,100,3,False,False,False,100
"""They",423,./markedupfiles/260.txt,1,423,False,3,0,100,2,False,False,False,100
The,438,./markedupfiles/260.txt,1,438,False,3,1,2,100,False,False,False,100
Prescott,443,./markedupfiles/260.txt,1,443,False,3,100,100,1,False,False,False,100
November,448,./markedupfiles/260.txt,1,448,False,100,100,1,1,False,False,False,100
Brown,456,./markedupfiles/260.txt,1,456,False,2,1,5,0,False,False,False,100
Iraq,472,./markedupfiles/260.txt,1,472,False,3,100,1,3,False,False,False,100
Blair,475,./markedupfiles/260.txt,1,475,False,100,100,4,0,False,False,False,100
June,481,./markedupfiles/260.txt,1,481,False,100,100,1,1,False,False,False,100
Cabinet,484,./markedupfiles/260.txt,1,484,False,100,100,1,2,False,False,False,100
Peston.,498,./markedupfiles/260.txt,1,498,False,2,2,4,3,False,False,False,100
Prescott,500,./markedupfiles/260.txt,1,500,False,4,0,100,1,False,False,False,100
"""Of",511,./markedupfiles/260.txt,1,511,False,2,100,2,1,False,False,False,100
The,0,./markedupfiles/274.txt,1,0,False,100,100,100,100,False,False,False,100
Brown's,3,./markedupfiles/274.txt,1,3,True,100,100,100,100,False,True,False,100
The,5,./markedupfiles/274.txt,1,5,False,100,3,100,100,False,False,False,100
Gordon,7,./markedupfiles/274.txt,1,7,False,100,1,100,100,False,False,False,100
Brown,8,./markedupfiles/274.txt,1,8,False,100,0,100,3,False,False,False,100
Aids,36,./markedupfiles/274.txt,1,36,False,100,2,1,0,False,False,False,100
HIV,40,./markedupfiles/274.txt,1,40,False,1,100,1,100,False,False,False,100
Brown,44,./markedupfiles/274.txt,1,44,False,5,100,5,2,False,False,False,100
And,54,./markedupfiles/274.txt,1,54,False,100,100,2,0,False,False,False,100
Kenya's,71,./markedupfiles/274.txt,1,71,False,100,100,1,3,False,True,False,100
"""free",98,./markedupfiles/274.txt,1,98,False,100,100,1,100,False,False,False,100
Brown's,106,./markedupfiles/274.txt,1,106,False,100,100,3,2,False,True,False,100
But,119,./markedupfiles/274.txt,1,119,False,2,1,2,0,False,False,False,100
British,127,./markedupfiles/274.txt,1,127,False,100,2,1,1,False,False,False,100
His,142,./markedupfiles/274.txt,1,142,False,3,3,2,1,False,False,False,100
Ever,159,./markedupfiles/274.txt,1,159,False,4,100,3,1,False,False,False,100
Africa,163,./markedupfiles/274.txt,1,163,False,100,0,2,0,False,False,False,100
I've,169,./markedupfiles/274.txt,1,169,False,2,2,2,1,False,False,False,100
But,177,./markedupfiles/274.txt,1,177,False,2,100,2,0,False,False,False,100
Gordon,191,./markedupfiles/274.txt,1,191,False,3,100,2,2,False,False,False,100
Brown.,192,./markedupfiles/274.txt,1,192,False,4,100,3,1,False,False,False,100
Not,193,./markedupfiles/274.txt,1,193,False,5,100,4,0,False,False,False,100
Labour,214,./markedupfiles/274.txt,1,214,False,100,1,1,2,False,False,False,100
Party,215,./markedupfiles/274.txt,1,215,False,100,0,2,1,False,False,False,100
There's,232,./markedupfiles/274.txt,1,232,False,100,2,2,1,False,True,False,100
Blair,240,./markedupfiles/274.txt,1,240,False,5,1,4,2,False,False,False,100
But,313,./markedupfiles/274.txt,1,313,False,4,0,5,0,False,False,False,100
Africa,318,./markedupfiles/274.txt,1,318,False,4,100,1,0,False,False,False,100
Can,321,./markedupfiles/274.txt,1,321,False,100,100,2,1,False,False,False,100
Brown,329,./markedupfiles/274.txt,1,329,False,2,100,2,1,False,False,False,100
Berlin,336,./markedupfiles/274.txt,1,336,False,2,1,1,100,False,False,False,100
Wall,337,./markedupfiles/274.txt,1,337,False,3,0,2,3,False,False,False,100
He's,343,./markedupfiles/274.txt,1,343,False,3,1,2,2,False,True,False,100
Labour,0,./markedupfiles/258.txt,1,0,False,100,100,100,2,False,False,False,100
MPs',1,./markedupfiles/258.txt,1,1,False,100,100,100,1,False,True,False,100
Labour,16,./markedupfiles/258.txt,1,16,False,5,2,1,1,False,False,False,100
MPs,17,./markedupfiles/258.txt,1,17,False,100,1,2,0,False,False,False,100
And,30,./markedupfiles/258.txt,1,30,False,100,1,3,0,False,False,False,100
Tony,39,./markedupfiles/258.txt,1,39,False,1,100,1,1,False,False,False,100
Blair,40,./markedupfiles/258.txt,1,40,False,2,100,2,0,False,False,False,100
Gordon,42,./markedupfiles/258.txt,1,42,False,4,2,1,1,False,False,False,100
Brown,43,./markedupfiles/258.txt,1,43,False,5,1,2,0,False,False,False,100
Labour,55,./markedupfiles/258.txt,1,55,False,100,100,2,100,False,False,False,100
The,57,./markedupfiles/258.txt,1,57,False,100,100,4,2,False,False,False,100
Labour,64,./markedupfiles/258.txt,1,64,False,100,3,1,1,False,False,False,100
Labour,81,./markedupfiles/258.txt,1,81,False,100,100,5,1,False,False,False,100
"""It",105,./markedupfiles/258.txt,1,105,False,4,0,2,0,False,False,False,100
Labour,142,./markedupfiles/258.txt,1,142,False,5,100,1,1,False,False,False,100
MPs,145,./markedupfiles/258.txt,1,145,False,100,1,1,1,False,False,False,100
Paul,167,./markedupfiles/258.txt,1,167,False,100,3,3,3,False,False,False,100
Flynn,168,./markedupfiles/258.txt,1,168,False,100,2,4,2,False,False,False,100
"""What",170,./markedupfiles/258.txt,1,170,False,100,0,100,0,False,False,False,100
Stephen,227,./markedupfiles/258.txt,1,227,False,100,100,3,2,False,False,False,100
Pound,228,./markedupfiles/258.txt,1,228,False,100,100,4,1,False,False,False,100
"""We",233,./markedupfiles/258.txt,1,233,False,100,0,3,1,False,False,False,100
Labour,252,./markedupfiles/258.txt,1,252,False,5,100,1,1,False,False,False,100
Party,253,./markedupfiles/258.txt,1,253,False,100,100,2,0,False,False,False,100
They,267,./markedupfiles/258.txt,1,267,False,100,100,2,1,False,False,False,100
"""named",287,./markedupfiles/258.txt,1,287,False,1,100,1,0,False,False,False,100
The,290,./markedupfiles/258.txt,1,290,False,4,3,2,1,False,False,False,100
Brown,301,./markedupfiles/258.txt,1,301,False,5,100,2,1,False,False,False,100
Alan,306,./markedupfiles/258.txt,1,306,False,100,100,3,2,False,False,False,100
Milburn,307,./markedupfiles/258.txt,1,307,False,100,100,4,1,False,False,False,100
Brown's,321,./markedupfiles/258.txt,1,321,False,100,100,2,2,False,True,False,100
Deputy,325,./markedupfiles/258.txt,1,325,False,100,100,1,100,False,False,False,100
Prime,326,./markedupfiles/258.txt,1,326,False,100,100,2,3,False,False,False,1
Minister,327,./markedupfiles/258.txt,1,327,False,100,100,3,2,False,False,False,2
John,328,./markedupfiles/258.txt,1,328,False,100,100,4,1,False,False,False,3
Prescott,329,./markedupfiles/258.txt,1,329,False,100,100,5,0,False,False,False,4
But,335,./markedupfiles/258.txt,1,335,False,100,100,4,0,False,False,False,100
Firstly,347,./markedupfiles/258.txt,1,347,False,4,1,4,1,False,False,False,100
Even,376,./markedupfiles/258.txt,1,376,False,100,100,2,100,False,False,False,100
Prescott,378,./markedupfiles/258.txt,1,378,False,100,2,4,2,False,False,False,100
Blair,393,./markedupfiles/258.txt,1,393,False,3,100,3,0,False,False,False,100
Brown,396,./markedupfiles/258.txt,1,396,False,100,100,2,0,False,False,False,100
Secondly,400,./markedupfiles/258.txt,1,400,False,100,1,2,0,False,False,False,100
But,419,./markedupfiles/258.txt,1,419,False,100,100,4,1,False,False,False,100
Even,452,./markedupfiles/258.txt,1,452,False,2,3,2,0,False,False,False,100
MPs,455,./markedupfiles/258.txt,1,455,False,5,0,1,0,False,False,False,100
Brown,465,./markedupfiles/258.txt,1,465,False,100,0,2,0,False,False,False,100
Africa,468,./markedupfiles/258.txt,1,468,False,2,100,1,0,False,False,False,100
And,488,./markedupfiles/258.txt,1,488,False,100,1,3,0,False,False,False,100
"""New""",503,./markedupfiles/258.txt,1,503,False,1,100,1,1,False,False,False,100
Labour,504,./markedupfiles/258.txt,1,504,False,2,100,2,0,False,False,False,100
Similarly,508,./markedupfiles/258.txt,1,508,False,100,1,2,0,False,False,False,100
None,541,./markedupfiles/258.txt,1,541,False,4,100,2,0,False,False,False,100
Brown,564,./markedupfiles/258.txt,1,564,False,3,100,1,3,False,False,False,100
For,572,./markedupfiles/258.txt,1,572,False,100,1,4,1,False,False,False,100
Brownite,576,./markedupfiles/258.txt,1,576,False,2,3,1,2,False,False,False,100
What,600,./markedupfiles/258.txt,1,600,False,100,100,5,0,False,False,False,100
Mind,621,./markedupfiles/258.txt,1,621,False,100,2,3,1,False,False,False,100
Defection,0,./markedupfiles/270.txt,1,0,False,100,0,100,1,False,False,False,100
With,6,./markedupfiles/270.txt,1,6,False,3,100,4,1,False,False,False,100
Tory,11,./markedupfiles/270.txt,1,11,False,100,100,3,3,False,False,False,100
Robert,13,./markedupfiles/270.txt,1,13,False,100,100,5,1,False,False,False,100
Jackson,14,./markedupfiles/270.txt,1,14,False,100,100,100,0,False,False,False,100
Labour,18,./markedupfiles/270.txt,1,18,False,100,1,2,1,False,False,False,100
Michael,24,./markedupfiles/270.txt,1,24,False,2,100,2,3,False,False,False,100
Howard's,25,./markedupfiles/270.txt,1,25,False,3,100,3,2,False,True,False,100
With,32,./markedupfiles/270.txt,1,32,False,100,100,2,0,False,False,False,100
Westminster,37,./markedupfiles/270.txt,1,37,False,100,100,1,0,False,False,False,100
May,42,./markedupfiles/270.txt,1,42,False,100,100,1,100,False,False,False,100
Howard,46,./markedupfiles/270.txt,1,46,False,100,0,5,0,False,False,False,100
Tories',62,./markedupfiles/270.txt,1,62,False,100,100,1,100,False,True,False,100
The,67,./markedupfiles/270.txt,1,67,False,100,2,100,2,False,False,False,100
Howard,80,./markedupfiles/270.txt,1,80,False,5,0,2,0,False,False,False,100
And,92,./markedupfiles/270.txt,1,92,False,100,1,3,0,False,False,False,100
BBC,114,./markedupfiles/270.txt,1,114,False,100,100,1,2,False,False,False,100
One's,115,./markedupfiles/270.txt,1,115,False,100,100,2,1,False,True,False,100
