All-Words,end,filename,n-gram,start,classtype,PRE_DIST_VERB,POST_DIST_VERB,PRE_DIST_STOPWORD,POST_DIST_STOPWORD,PrecedingTitle,Apostrophe,PRE_DIST_FROM_THE,PRE_DIST_FROM_POSITION,NEGATIVE_FEATURE,POSITIVE_FEATURE,Surrounding_Caps
Social,188,./markedupfiles/016.txt,1,188,False,100,100,1,100,False,False,False,100,False,False,True
Research,189,./markedupfiles/016.txt,1,189,False,100,100,2,100,False,False,False,100,False,False,True
Councils,190,./markedupfiles/016.txt,1,190,False,100,100,3,3,False,False,False,100,False,False,True
Watchdog,0,./markedupfiles/002.txt,1,0,False,100,100,100,3,False,False,False,100,False,False,False
Cabinet,15,./markedupfiles/002.txt,1,15,False,100,100,1,100,False,False,False,100,False,False,True
Office,16,./markedupfiles/002.txt,1,16,False,100,3,2,3,False,False,False,100,False,False,True
Richard,28,./markedupfiles/002.txt,1,28,False,100,100,4,3,False,False,False,100,False,False,True
Thomas,29,./markedupfiles/002.txt,1,29,False,100,100,5,2,False,False,False,100,False,False,False
January,50,./markedupfiles/002.txt,1,50,False,3,2,2,100,False,False,False,100,True,False,True
Government,51,./markedupfiles/002.txt,1,51,False,4,1,3,3,False,False,False,100,True,False,True
Thomas,66,./markedupfiles/002.txt,1,66,False,5,100,100,1,False,False,False,100,False,False,False
Tories,69,./markedupfiles/002.txt,1,69,False,100,100,1,0,False,False,False,100,False,False,True
Lib,72,./markedupfiles/002.txt,1,72,False,100,1,1,1,False,False,False,100,False,False,True
Dems,73,./markedupfiles/002.txt,1,73,False,100,0,2,0,False,False,False,100,False,False,True
Tory,82,./markedupfiles/002.txt,1,82,False,100,3,3,3,False,False,False,100,False,False,False
Michael,84,./markedupfiles/002.txt,1,84,False,100,1,5,1,False,False,False,100,False,False,True
Howard,85,./markedupfiles/002.txt,1,85,False,100,0,100,0,False,False,False,100,False,False,False
Tony,89,./markedupfiles/002.txt,1,89,False,1,100,1,2,False,False,False,100,False,False,True
Blair,90,./markedupfiles/002.txt,1,90,False,2,100,2,1,False,False,False,100,False,False,False
Monday,102,./markedupfiles/002.txt,1,102,False,100,100,4,100,False,False,False,100,True,False,True
Lib,103,./markedupfiles/002.txt,1,103,False,100,100,5,100,False,False,False,100,True,False,True
Dem,104,./markedupfiles/002.txt,1,104,False,100,100,100,100,False,False,False,100,False,False,True
Alan,109,./markedupfiles/002.txt,1,109,False,100,100,100,2,False,False,False,100,False,False,True
Beith,110,./markedupfiles/002.txt,1,110,False,100,100,100,1,False,False,False,100,False,False,False
Hutton,129,./markedupfiles/002.txt,1,129,False,100,100,1,1,False,False,False,100,False,False,True
Inquiry,130,./markedupfiles/002.txt,1,130,False,100,100,2,0,False,False,False,100,False,False,True
Freedom,140,./markedupfiles/002.txt,1,140,False,100,2,1,0,False,False,False,100,False,False,False
Information,142,./markedupfiles/002.txt,1,142,False,100,0,1,2,False,False,False,100,False,False,True
Act,143,./markedupfiles/002.txt,1,143,False,100,0,2,1,False,False,False,100,False,False,True
Beith,156,./markedupfiles/002.txt,1,156,False,4,100,3,2,False,False,False,100,True,False,False
Cabinet,160,./markedupfiles/002.txt,1,160,False,100,2,1,3,False,False,False,100,True,False,True
Office,161,./markedupfiles/002.txt,1,161,False,100,1,2,2,False,False,False,100,True,False,True
Beith,179,./markedupfiles/002.txt,1,179,False,100,100,4,1,False,False,False,100,False,False,False
Thomas,199,./markedupfiles/002.txt,1,199,False,100,3,4,100,False,False,False,100,False,False,False
Act,203,./markedupfiles/002.txt,1,203,False,100,2,100,0,False,False,False,100,False,False,False
Parliament,205,./markedupfiles/002.txt,1,205,False,2,0,1,1,False,False,False,100,False,False,False
Thomas,268,./markedupfiles/002.txt,1,268,False,2,100,4,100,False,False,False,100,False,False,False
Freedom,323,./markedupfiles/002.txt,1,323,False,3,3,3,1,False,False,False,100,False,False,True
Information,325,./markedupfiles/002.txt,1,325,False,5,1,2,2,False,False,False,100,False,False,True
Act,326,./markedupfiles/002.txt,1,326,False,100,0,1,1,False,False,False,100,False,False,True
England,329,./markedupfiles/002.txt,1,329,False,1,100,1,2,False,False,False,100,False,False,True
Wales,330,./markedupfiles/002.txt,1,330,False,1,100,2,1,False,False,False,100,False,False,True
Northern,332,./markedupfiles/002.txt,1,332,False,3,100,4,2,False,False,False,100,False,False,True
Ireland,333,./markedupfiles/002.txt,1,333,False,4,100,1,1,False,False,False,100,False,False,True
Similar,337,./markedupfiles/002.txt,1,337,False,100,100,2,2,False,False,False,100,False,False,True
Scotland,348,./markedupfiles/002.txt,1,348,False,1,100,2,3,False,False,False,100,True,False,True
Labour,0,./markedupfiles/228.txt,1,0,False,100,100,100,3,False,False,False,100,False,False,False
Labour,5,./markedupfiles/228.txt,1,5,False,100,1,1,1,False,False,False,100,False,False,True
Party,6,./markedupfiles/228.txt,1,6,False,100,0,2,0,False,False,False,100,False,False,True
Michael,16,./markedupfiles/228.txt,1,16,False,100,100,3,1,False,False,False,100,True,False,True
Howard,17,./markedupfiles/228.txt,1,17,False,100,100,4,0,False,False,False,100,True,False,False
Oliver,19,./markedupfiles/228.txt,1,19,False,100,100,1,2,False,False,False,100,False,True,True
Letwin,20,./markedupfiles/228.txt,1,20,False,100,100,2,1,False,False,False,100,False,True,False
Jewish,25,./markedupfiles/228.txt,1,25,False,100,100,1,1,False,False,False,100,False,False,False
Prospective,30,./markedupfiles/228.txt,1,30,False,100,100,3,100,False,False,False,100,False,False,True
Tory,31,./markedupfiles/228.txt,1,31,False,100,100,4,100,False,False,False,100,False,False,True
Andrew,33,./markedupfiles/228.txt,1,33,False,100,100,100,100,False,False,False,100,False,False,True
Mennear,34,./markedupfiles/228.txt,1,34,False,100,100,100,100,False,False,False,100,False,False,False
Finchley,36,./markedupfiles/228.txt,1,36,False,100,100,100,2,False,False,False,100,False,False,False
Jewish,41,./markedupfiles/228.txt,1,41,False,100,100,2,2,False,False,False,100,True,False,False
Tory,64,./markedupfiles/228.txt,1,64,False,4,1,1,100,False,False,False,100,False,False,False
Labour,68,./markedupfiles/228.txt,1,68,False,2,0,5,1,False,False,False,100,False,False,False
Labour,85,./markedupfiles/228.txt,1,85,False,1,2,1,1,False,False,False,100,False,True,False
Mennear,96,./markedupfiles/228.txt,1,96,False,100,1,3,0,False,False,False,100,False,True,False
Jewish,132,./markedupfiles/228.txt,1,132,False,100,2,1,1,False,False,False,100,True,False,False
Holocaust,200,./markedupfiles/228.txt,1,200,False,2,3,1,1,False,False,False,100,True,False,True
Day,201,./markedupfiles/228.txt,1,201,False,3,2,2,0,False,False,False,100,False,False,True
Jewish,207,./markedupfiles/228.txt,1,207,False,3,100,2,100,False,False,False,100,True,False,False
Mennear,210,./markedupfiles/228.txt,1,210,False,100,100,5,100,False,False,False,100,False,False,False
Labour,213,./markedupfiles/228.txt,1,213,False,100,100,100,2,False,False,False,100,False,False,True
James,227,./markedupfiles/228.txt,1,227,True,2,0,3,100,False,False,False,100,True,False,False
Tory,230,./markedupfiles/228.txt,1,230,False,2,100,4,2,False,False,False,100,False,False,False
Torys,245,./markedupfiles/228.txt,1,245,False,3,1,1,1,False,False,False,100,False,False,False
Conservative,260,./markedupfiles/228.txt,1,260,False,100,100,3,100,False,False,False,100,False,False,True
Party,261,./markedupfiles/228.txt,1,261,False,100,100,4,3,False,False,False,100,False,False,True
Conservatives,266,./markedupfiles/228.txt,1,266,False,100,100,1,0,False,False,False,100,False,False,False
Labour,290,./markedupfiles/228.txt,1,290,False,3,1,1,1,False,False,False,100,False,False,True
Party,291,./markedupfiles/228.txt,1,291,False,4,0,2,0,False,False,False,100,False,False,True
People,294,./markedupfiles/228.txt,1,294,False,2,0,2,0,False,False,False,100,False,False,False
Custody,0,./markedupfiles/214.txt,1,0,False,100,1,100,100,False,False,False,100,False,False,False
MPs,4,./markedupfiles/214.txt,1,4,False,2,3,100,1,False,False,False,100,False,False,True
Deaths,5,./markedupfiles/214.txt,1,5,False,3,2,100,0,False,False,False,100,False,False,True
MPs,15,./markedupfiles/214.txt,1,15,False,100,2,1,0,False,False,False,100,True,False,False
Members,42,./markedupfiles/214.txt,1,42,False,100,3,3,1,False,False,False,100,False,False,False
MPs,76,./markedupfiles/214.txt,1,76,False,100,100,2,1,False,False,False,100,False,False,False
Many,109,./markedupfiles/214.txt,1,109,False,100,100,4,0,False,False,False,100,True,True,False
Increased,161,./markedupfiles/214.txt,1,161,False,2,100,2,1,False,False,False,100,False,False,False
Committee,184,./markedupfiles/214.txt,1,184,False,2,100,3,100,False,False,False,100,False,False,False
Labour,186,./markedupfiles/214.txt,1,186,False,4,100,5,100,False,False,False,100,False,False,True
Jean,188,./markedupfiles/214.txt,1,188,False,100,100,100,3,False,False,False,1,False,False,True
Corston,189,./markedupfiles/214.txt,1,189,False,100,100,100,2,False,False,False,2,False,False,False
Yet,206,./markedupfiles/214.txt,1,206,False,100,100,2,1,False,False,False,100,False,False,False
Crime,259,./markedupfiles/214.txt,1,259,False,5,100,3,1,False,False,False,100,False,False,False
Article,320,./markedupfiles/214.txt,1,320,False,5,100,1,1,False,False,False,100,False,False,False
European,324,./markedupfiles/214.txt,1,324,False,100,100,1,1,False,False,False,100,False,False,True
Convention,325,./markedupfiles/214.txt,1,325,False,100,100,2,0,False,False,False,100,False,False,True
Human,327,./markedupfiles/214.txt,1,327,False,100,2,1,1,False,False,False,100,True,False,True
Rights,328,./markedupfiles/214.txt,1,328,False,100,1,2,0,False,False,False,100,True,False,True
Joseph,380,./markedupfiles/214.txt,1,380,False,100,100,1,1,False,False,False,100,False,True,True
Scholes,381,./markedupfiles/214.txt,1,381,False,100,100,2,0,False,False,False,100,False,True,False
Stoke,392,./markedupfiles/214.txt,1,392,False,100,100,1,100,False,False,False,100,True,False,True
Heath,393,./markedupfiles/214.txt,1,393,False,100,100,2,3,False,False,False,100,True,False,True
Young,394,./markedupfiles/214.txt,1,394,False,100,100,3,2,False,False,False,100,True,False,True
Offender,395,./markedupfiles/214.txt,1,395,False,100,100,4,1,False,False,False,100,True,False,True
Institution,396,./markedupfiles/214.txt,1,396,False,100,100,5,0,False,False,False,100,True,False,True
March,398,./markedupfiles/214.txt,1,398,False,100,100,1,1,False,False,False,100,True,False,False
Even,441,./markedupfiles/214.txt,1,441,False,100,3,3,1,False,False,False,100,True,False,False
Nine,468,./markedupfiles/214.txt,1,468,False,100,100,3,1,False,False,False,100,False,False,False
Joseph,473,./markedupfiles/214.txt,1,473,True,100,0,2,1,False,False,False,100,False,True,False
Ministers,0,./markedupfiles/216.txt,1,0,False,100,100,100,1,False,False,False,100,False,False,False
Javier,22,./markedupfiles/216.txt,1,22,False,100,100,5,100,False,False,False,100,True,False,True
Solana,23,./markedupfiles/216.txt,1,23,False,100,100,100,100,False,False,False,100,False,False,True
European,37,./markedupfiles/216.txt,1,37,False,100,100,1,100,False,False,False,100,True,False,False
Human,39,./markedupfiles/216.txt,1,39,False,100,100,3,100,False,False,False,100,False,False,False
MPs,47,./markedupfiles/216.txt,1,47,False,100,0,2,2,False,False,False,100,False,False,False
Home,63,./markedupfiles/216.txt,1,63,False,100,3,100,100,False,False,False,100,False,False,True
Secretary,64,./markedupfiles/216.txt,1,64,False,100,2,100,3,False,False,False,100,False,False,True
Charles,65,./markedupfiles/216.txt,1,65,False,100,1,100,2,False,False,False,1,False,False,True
Clarke,66,./markedupfiles/216.txt,1,66,False,100,0,100,1,False,False,False,2,False,False,False
Solana,79,./markedupfiles/216.txt,1,79,False,4,0,3,100,False,False,False,100,False,False,False
Jonathan,82,./markedupfiles/216.txt,1,82,False,2,100,100,100,False,False,False,100,False,False,True
Dimbleby,83,./markedupfiles/216.txt,1,83,False,3,100,100,3,False,False,False,100,False,False,False
[Phone-tap,85,./markedupfiles/216.txt,1,85,False,5,100,100,1,False,False,False,100,False,False,False
Solanas,122,./markedupfiles/216.txt,1,122,False,5,1,3,2,False,False,False,100,True,False,False
Sir,128,./markedupfiles/216.txt,1,128,False,4,100,1,2,True,False,False,100,False,False,True
Ian,129,./markedupfiles/216.txt,1,129,False,5,100,2,1,False,False,False,100,False,False,True
Blair,130,./markedupfiles/216.txt,1,130,False,100,100,3,0,False,False,False,100,False,False,True
Metropolitan,133,./markedupfiles/216.txt,1,133,False,100,2,2,3,False,False,False,100,False,False,True
Police,134,./markedupfiles/216.txt,1,134,False,100,1,3,2,False,False,False,100,False,False,True
Anti-Terrorism,146,./markedupfiles/216.txt,1,146,False,100,3,1,1,False,False,False,100,False,False,True
Crimes,147,./markedupfiles/216.txt,1,147,False,100,2,2,0,False,False,False,100,False,False,True
Security,149,./markedupfiles/216.txt,1,149,False,100,0,1,100,False,False,False,100,False,False,True
Act,150,./markedupfiles/216.txt,1,150,False,100,100,2,100,False,False,False,100,False,False,True
British,159,./markedupfiles/216.txt,1,159,False,3,100,1,3,False,False,False,100,True,False,False
Several,165,./markedupfiles/216.txt,1,165,False,100,1,2,1,False,False,False,100,False,False,False
Human,196,./markedupfiles/216.txt,1,196,False,2,3,3,3,False,False,False,100,False,False,True
Rights,197,./markedupfiles/216.txt,1,197,False,3,2,4,2,False,False,False,100,False,False,True
Liberty,199,./markedupfiles/216.txt,1,199,False,5,0,100,0,False,False,False,100,False,False,False
Clarke,260,./markedupfiles/216.txt,1,260,False,100,0,4,0,False,False,False,100,False,False,False
Law,273,./markedupfiles/216.txt,1,273,False,100,1,1,2,False,False,False,100,False,False,True
Lords,274,./markedupfiles/216.txt,1,274,False,100,0,2,1,False,False,False,100,False,False,True
British,290,./markedupfiles/216.txt,1,290,False,100,2,1,0,False,False,False,100,False,False,False
European,313,./markedupfiles/216.txt,1,313,False,100,100,1,1,False,False,False,100,False,False,True
Convention,314,./markedupfiles/216.txt,1,314,False,100,100,2,0,False,False,False,100,False,False,True
Human,316,./markedupfiles/216.txt,1,316,False,100,100,1,3,False,False,False,100,True,False,True
Rights,317,./markedupfiles/216.txt,1,317,False,100,100,2,2,False,False,False,100,True,False,True
Solana,332,./markedupfiles/216.txt,1,332,False,100,0,5,1,False,False,False,100,True,False,False
Tories,0,./markedupfiles/202.txt,1,0,False,100,100,100,3,False,False,False,100,False,False,False
Tories,5,./markedupfiles/202.txt,1,5,False,100,0,1,2,False,False,False,100,False,False,True
Spokesman,31,./markedupfiles/202.txt,1,31,False,100,2,5,100,False,False,False,100,True,False,False
David,32,./markedupfiles/202.txt,1,32,False,100,1,100,3,False,False,False,1,False,False,True
Davis,33,./markedupfiles/202.txt,1,33,False,100,0,100,2,False,False,False,2,False,False,False
Notts,55,./markedupfiles/202.txt,1,55,False,5,100,3,100,False,False,False,100,False,False,False
Steve,58,./markedupfiles/202.txt,1,58,False,100,1,100,100,False,False,False,100,False,False,True
Green,59,./markedupfiles/202.txt,1,59,False,100,0,100,100,False,False,False,100,False,False,False
Culture,66,./markedupfiles/202.txt,1,66,False,3,3,100,100,False,False,False,100,False,False,True
Secretary,67,./markedupfiles/202.txt,1,67,False,4,2,100,3,False,False,False,100,False,False,True
Tessa,68,./markedupfiles/202.txt,1,68,False,5,1,100,2,False,False,False,1,False,False,True
Jowell,69,./markedupfiles/202.txt,1,69,False,100,0,100,1,False,False,False,2,False,False,False
Tories,80,./markedupfiles/202.txt,1,80,False,100,100,1,0,False,False,False,100,False,False,False
Earlier,103,./markedupfiles/202.txt,1,103,False,100,100,2,100,False,False,False,100,False,False,False
Green,106,./markedupfiles/202.txt,1,106,False,100,100,5,1,False,False,False,100,False,False,False
Market,130,./markedupfiles/202.txt,1,130,False,100,100,1,1,False,False,False,100,True,False,True
Square,131,./markedupfiles/202.txt,1,131,False,100,100,2,0,False,False,False,100,True,False,True
Nottingham,133,./markedupfiles/202.txt,1,133,False,100,2,1,0,False,False,False,100,True,False,False
BBC,156,./markedupfiles/202.txt,1,156,False,100,100,1,3,False,False,False,100,True,False,True
Radio,157,./markedupfiles/202.txt,1,157,False,100,100,2,2,False,False,False,100,True,False,True
World,159,./markedupfiles/202.txt,1,159,False,100,100,4,0,False,False,False,100,True,False,False
One,161,./markedupfiles/202.txt,1,161,False,100,100,1,3,False,False,False,100,True,False,False
Earlier,199,./markedupfiles/202.txt,1,199,False,100,100,2,0,False,False,False,100,True,False,False
Royal,203,./markedupfiles/202.txt,1,203,False,100,3,1,1,False,False,False,100,False,False,True
College,204,./markedupfiles/202.txt,1,204,False,100,2,2,0,False,False,False,100,False,False,True
Physicians,206,./markedupfiles/202.txt,1,206,False,100,0,1,1,False,False,False,100,False,False,False
Minister,225,./markedupfiles/202.txt,1,225,False,100,2,3,3,False,False,False,100,False,False,False
