,3.5mm jack,Battery ,GPS Support,GPU,Internal Storage,Card slot,NFC,Name,OS,Price,Primary Camera,Clock Speed,SIM,Secondary Camera,Sensors,Weight,Resolution
638,Yes,2000 mAh,,,16 GB,Hybrid Slot,,Intex Aqua Xtreme II ,Android KitKat 4.4.2,"‚¹5,999",13MP,1.4 GHz,,5MP,"G-Sensor,Proximity Sensor,Light Sensor,Gyro,E-compass",132 g,1280 x 720 Pixels
639,Yes,2300 mAh,,,16 GB,Dedicated Slot,,Karbonn K9 Kavach ,Android Nougat 7,"‚¹5,299",5MP,1.25 GHz,,,"Proximity, Ambient Light Sensor, Finger Print Sensor",161.3 g,1280 x 720$$Pixels
640,Yes,3000 mAh,Yes,ARM Quad Core Mali-T880,32 GB,Hybrid Slot,,InFocus Epic 1 ,Android Marshmallow 6,"‚¹9,800",16MP,2.3 GHz,,8MP,"Finger Print Sensor, BMC156 G-Sensor, E-Compass, Gyroscope, Hall Sensor",160 g,1920 x 1080 pixels
641,,1800 mAh,,,64 MB,Dedicated Slot,,Citycall M87,,"‚¹1,099",1.3MP,,,,,,320 x 400 Pixels
642,Yes,1800 mAh,,,1 MB,,,Karbonn K88 Dual Sim - Black & Red,,"‚¹1,289",1.3MP,,Micro SIM,,,120 g,320 x 240 pixels
643,Yes,950 mAh,,,64 MB,Dedicated Slot,,Gfive U229,0,‚¹529,0.3MP,,,,,,128 x 160$$Pixels
644,,1000 mAh,,,2.27 MB,,,Samsung Metro 313 Dual Sim,,"‚¹2,025",3MP,,Micro SIM,,,75.2 g,128 x 160 Pixels
645,Yes,1800 mAh,,,32 MB,,,Ziox Z23,,‚¹890,0.3MP,,Micro SIM,,,,
646,Yes,3000 mAh,,,16 GB,Dedicated Slot,Yes,Nokia 5 ,Android Nougat 7.1.1,"‚¹11,899",13MP,1.4 GHz,,8MP,"Accelerometer (G-sensor), Ambient Light Sensor, E-compass, Fingerprint Sensor, Hall Sensor, Gyroscope, Proximity Sensor, NFC (Sharing)",,1280 x 720 Pixels
647,Yes,1000 mAh,,,32 MB,,,Sansui Z11,,‚¹809,0.3MP,,,,,,128 x 160 pixels
648,,1500 mAh,,,32 MB,Dedicated Slot,,Winstar L6 ,,‚¹980,0.8MP,1.2 GHz,,,,,240 x 360$$Pixels
649,Yes,1500 mAh,,,32 MB,Dedicated Slot,,Tork T11,,‚¹749,0.3MP,,Normal SIM,,,,320 x 240 Pixels
650,Yes,3000 mAh,,,32 MB,,,Blackbear C-88,,"‚¹1,250",0.3MP,,,,,120 g,320 x 220 Pixels
651,,800 mAh,,,,,,Iball Prince 2,,‚¹749,0.3MP,,,,,,128 x 160 Pixels
652,Yes,2200 mAh,,,10 MB,Dedicated Slot,,Kara K-9 Slim,,‚¹999,0.3MP,1 MHz,Normal SIM,,,,320 x 240$$Pixels
653,,2000 mAh,Yes,,16 GB,Dedicated Slot,,Hyve Storm ,Android Lollipop 5.1.1,"‚¹4,799",13MP,1.3 GHz,Micro SIM,5MP,,160 g,1280 x 720 Pixels
654,Yes,1000 mAh,,,10 MB,Dedicated Slot,,Blackzone Neo,,‚¹599,0.3MP,1 MHz,Normal SIM,,,,320 x 240$$Pixels
655,,3075 mAh,Yes,Mali-T860 MP2,64 GB,Dedicated Slot,No,OPPO F1S ,Android Lollipop 5.1,"‚¹14,490",13MP,1.4 GHz,Nano SIM,16MP,"M Sensor, Light Sensor, Distant Sensor, G Sensor, Hall Sensor, Finger Print Sensor",160 g,1280 x 720 Pixels
656,,1500 mAh,,,35 MB,Hybrid Slot,,Yxtel ULTRA 2400,,‚¹894,1.3MP,,,,,,320 x 480 Pixels
657,Yes,380 mAh,,,32 MB,,,AIEK M3,1,"‚¹1,899",0MP,1 GHz,Micro SIM,,,35 g,160 X 128 Pixels
658,,850 mAh,,,256 MB,Dedicated Slot,,Peace P4,,‚¹509,0.3MP,,,,,,320 x 240 Pixels
659,,2300 mAh,Yes,,16 GB,Dedicated Slot,,Gionee P5L ,Android Lollipop 5.1,"‚¹6,950",8MP,1.3 GHz,,5MP,"Proximity Sensor, G-Sensor, Accelerometer, Light Sensor, Digital Compass",146.9 g,1280 x 720 Pixels
660,Yes,800 mAh,,,,Dedicated Slot,,JIVI X57i Selfie,,‚¹848,1.3MP,1 MHz,Normal SIM,0.3MP,,95 g,169 x 128 pixels
661,,1050,,,16 MB,Dedicated Slot,,Gfive Classic,,‚¹590,0.8MP,1.2 MHz,,,,,160 x 260$$Pixels
662,,1000 mAh,,,32 KB,Dedicated Slot,,Ziox Starz Flash,,‚¹999,0.3MP,,,,,,320 x 480$$Pixels
663,,3200 mAh,Yes,,16 GB,Dedicated Slot,,Panasonic P66 Mega ,Android Lollipop 5.1,"‚¹5,499",8MP,1.3 GHz,,5MP,,,1280 x 720 Pixels
664,,1400 mAh,,,32 MB,,,Karbonn K-Phone 1,,"‚¹1,105",1.3MP,,,,,,240 x 320 Pixels
665,Yes,3000 mAh,Yes,,64 GB,Hybrid Slot,Yes,HTC Desire 10 Pro ,Android Marshmallow 6,"‚¹17,200",20MP,1.8 GHz,Nano SIM,13MP,"Accelerometer, Finger Print Sensor, Gyro, Proximity Sensor, Compass",165 g,1080 x 1920 Pixels
666,Yes,3600 mAh,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
667,,1200 mAh,,,20 MB,Dedicated Slot,,Reach Cogent Mini,,‚¹899,0.3MP,,,,,,320 x 480 Pixels
668,Yes,1450 mAh,,,32 MB,Dedicated Slot,,InFocus F115,,‚¹799,0.3MP,1.2 MHz,Mini Sim,,,75 g,240 x 320
669,Yes,800 mAh,,,,Hybrid Slot,,JIVI X30,,‚¹828,.03MP,,Normal Sim,,,100 g,160 x 128 Pixels
670,,2000 mAh,,,8 GB,Dedicated Slot,,XCCESS A1 Elite ,Android Lollipop 5.1,"‚¹3,999",8MP,1.2 GHz,,,,,1280 x 720 Pixels
671,Yes,2000 mAh,,,32 MB,Dedicated Slot,,Mtech L10,,"‚¹1,199",0.08MP,,Normal SIM,,,,320 x 240 Pixels
672,Yes,4000 mAh,Yes,,32 GB,Dedicated Slot,,Honor Holly 4 Plus ,Android Nougat 7,"‚¹11,999",12MP,1.4 GHz,,8MP,"Finger Print Sensor, Acceleromete Proximity Ambient Light Sensor, G-Sensor",,1280 x 720$$Pixels
673,Yes,2000 mAh,Yes,,8 GB,Dedicated Slot,,Intex Aqua Lions 4G ,Android Marshmallow 6.0,"‚¹4,699",5MP,1.3 GHz,Mini SIM and Micro SIM,2MP,"G-sensor, Proximity Sensor, GC Sensor, Light Sensor",146.7 g,854 x 480 pixels
674,,3000,,,16 GB,Dedicated Slot,,Good One Jiyo J7 ,Android Marshmallow 6.0,"‚¹4,999",8MP,1.3 GHz,,,,,720 x 1280$$Pixels
675,Yes,1000 mAh,,,32 MB,Dedicated Slot,,Mtech G71,,‚¹720,0.3MP,,Normal SIM,,,,320 x 240 Pixels
676,Yes,1050 mAh,Yes,,36 MB,,,SSKY K7i,,‚¹760,1.3MP,1.2 MHz,Normal SIM,,No,70 g,240 x 360$$Pixels
677,Yes,3600 mAh,Yes,,64 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Pro ,Android Nougat 7.0,"‚¹18,900",13MP,1.6 GHz,Nano SIM (4FF),13MP,"Accelerometer, Fingerprint Sensor, Gyro Sensor, Geomagnetic Sensor, Hall Sensor, Light Sensor, RGB Light Sensor, Proximity Sensor",178 g,1920 x 1080 Pixels
678,Yes,1800 mAh,Yes,200,5 KB,,No,Zen Zen M72 Max,Series 30 7.5,"‚¹1,340",1.3MP,1.2 MHz,Normal,,,65 g,320x240
679,,1500 mAh,No,,32 MB,Dedicated Slot,,Chilli B50,,"‚¹1,098",1.8MP,512 MHz,,,No,,220 x 180$$Pixels
680,,800 mAh,,,4 MB,Dedicated Slot,,Nokia 105 DS,,"‚¹1,218",0MP,,Micro,,,180 g,240 x 320 pixels
681,,4000 mAh,,,32 GB,Dedicated Slot,,Lenovo K8 Plus ,Android Nougat 7.1.1,"‚¹9,999",13MP + 5MP,2.5 GHz,Nano SIM,8MP,Fingerprint Sensor,,1920 x 1080 Pixels
682,Yes,4000 mAh,Yes,,16 GB,Dedicated Slot,,Infinix Hot 4 Pro ,Android Marshmallow 6.0,"‚¹6,999",13MP,1.3 GHz,Micro SIM and Micro SIM,5MP,"G-sensor, E-compass, Light Sensor, Proximity Sensor, Fingerprint Sensor",175 g,1280 x 720 Pixels
683,,2000 mAh,Yes,,8 GB,Dedicated Slot,,LYF C459 ,Android Marshmallow 6,"‚¹3,799",5MP,1.3 GHz,Micro SIM and Micro SIM,2MP,"Gyroscope, Ambient Light Sensor, Accelerometer, Proximity Sensor",139 g,480 x 854 Pixels
684,Yes,2500 mAh,Yes,,16 GB,Dedicated Slot,,Lava Z60 ,Android Nougat 7,"‚¹5,499",5MP,1.1 GHz,Micro SIM and Nano SIM,5MP,Accelerometer,149 g,854 x 480 Pixels
685,Yes,1000 mAh,,,10 MB,Dedicated Slot,,Blackzone 230 Mini,,‚¹639,0.3MP,1 MHz,,,,,320 x 240$$Pixels
686,Yes,3800 mAh,,,32 MB,Dedicated Slot,,Winstar W11,,‚¹999,0.8MP,1.2 MHz,Mini SIM,,,140 g,240 x 360$$Pixels
687,Yes,2500 mAh,,,16 GB,Dedicated Slot,,Xolo ERA 1X Pro ,Android Marshmallow 6,"‚¹5,499",8MP,1.5 GHz,,5MP,Accelerometer,,720 x 1280 Pixels
688,Yes,5000 mAh,Yes,Adreno 506,64 GB,Hybrid Slot,,Asus Zenfone Zoom S ,Android Nougat 7.0,"‚¹25,999",12MP + 12MP,2 GHz,Micro SIM and Nano SIM,13MP,"Accelerator, E-Compass, Proximity, Gyroscope (for Camera EIS Require), Ambient Light Sensor, IR Sensor, RGB Sensor, Fingerprint Sensor",170 g,1920 x 1080 pixels
689,Yes,1500 mAh,,,8 GB,Dedicated Slot,,Karbonn A1 INDIAN 4G with VoLTE ,Android Nougat 7.0,"‚¹3,049",3.2MP,1.1 GHz,Micro SIM,2MP,,116 g,800 x 480 Pixels
690,,2000 mAh,,,8 GB,Dedicated Slot,,Yu Yunique Plus ,Android Lollipop 5.1.1,"‚¹4,999",8MP,1.2 GHz,,,,,1280 x 720 Pixels
691,,950 mAh,,,16 MB,Dedicated Slot,,Gfive N9,,‚¹639,0.3MP,,,,,,240 x 260 Pixels
692,,3000 mAh,,,,,,Gfive W1 Four GSM Sim,,"‚¹1,085",0.3MP,,,,,121 g,240 x 320 Pixels
693,Yes,800 mAh,,,32 MB,Dedicated Slot,,Lava Prime X,,"‚¹1,389",1.3MP,1 MHz,Micro SIM,,,,120 x 160$$Pixels
694,,2700 mAh,Yes,,64 GB,Dedicated Slot,Yes,Sony Xperia XA1 Ultra Dual ,Android Nougat 7,"‚¹25,990",23MP,2.3 GHz,Nano SIM,16MP,,188 g,1920 x 1080 pixels
695,Yes,4000 mAh,Yes,Huawei EMUI 3.1 LITE,16 GB,,,Honor Holly 2 Plus ,Android Lollipop 5.1,"‚¹6,499",13MP,1.3 GHz,Micro SIM,5MP,"G-Sensor, Proximity Sensor, Light Sensor",160 g,1280 x 720 Pixels
696,,800 mAh,No,,,,No,Samsung Guru 1200,,"‚¹1,100",0MP,,Mini SIM,,,65.1 g,128 x 128 Pixels
697,Yes,1750 mAh,,,32 KB,Dedicated Slot,,Lava Captain 9s,,‚¹969,0.3MP,1 GHz,,,,53 g,120x160 Pixels
698,,1450 mAh,,,40 MB,,,Micromax X908,,"‚¹1,469",0.03MP,,,,,,320x480
699,Yes,2250 mAh,,,16 GB,Dedicated Slot,,Karbonn Yuva 2 ,Android Nougat 7,"‚¹4,699",5MP,1.25 GHz,,,,170 g,1280 x 720$$Pixels
700,Yes,2200 mAh,,,64 MB,Dedicated Slot,,Gfive WP89,0,‚¹969,0.3MP,,,,,,240 x 320$$Pixels
701,Yes,600 mAh,,,64 MB,Dedicated Slot,,Gfive A98 Combo of Two Mobile,0,"‚¹1,859",0.3MP,,,,,,128*160
702,,1000,,,32 MB,Dedicated Slot,,I-Plus i1,,‚¹699,0.03MP,50,,,,,120 x 160$$Pixels
703,,5000 mAh,Yes,,32 GB,,,Panasonic Eluga Ray 700 ,Android Nougat 7,"‚¹9,999",13MP,1.3 GHz,Nano SIM and Nano SIM,13MP,"Accelerometer, Proximity Sensor, Ambient Light Sensor, Compass/Magnetometer, Fingerprint Sensor",182 g,1920 x 1080 Pixels
704,Yes,2900 mAh,,,16 GB,Hybrid Slot,,Karbonn Aura Note 2 with 4G VoLTE ,Android Nougat 7.0,"‚¹5,499",13MP,1.3 GHz,,5MP,,163 g,720 x 1280 Pixels
705,Yes,1000 mAh,,,32 MB,Dedicated Slot,,Aqua Maze,0,‚¹678,0.08MP,312 MHz,Full Size SIM,,,70 g,240 x 320 pixels
706,Yes,1000 mAh,,,10 MB,Dedicated Slot,,Blackzone N1102,,‚¹629,0.3MP,1 MHz,Normal SIM,,,,320 x 240$$Pixels
707,,1050,,,32 MB,Dedicated Slot,,Ssky K7,,‚¹770,1.3MP,1.2 MHz,,,,,320 x 428$$Pixels
708,,950,,,32 MB,Dedicated Slot,,Gfive U330,No,‚¹699,1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
709,Yes,2100 mAh,Yes,Mali-T720 MP2,8 GB,Dedicated Slot,,Honor Bee 2 ,Android Lollipop 5.1,"‚¹5,799",5MP,1.2 GHz,Micro SIM,2MP,"G-Sensor, L-Sensor, Proximity-Sensor-Electronic",,480 x 854$$Pixels
710,Yes,1000 mAh,,,64 MB,Dedicated Slot,,I Kall K3310,,‚¹629,0.3MP,,,,,,176 x 220 Pixels
711,Yes,2200 mAh,,,64 MB,Dedicated Slot,,Gfive WP89,0,‚¹839,0.3MP,,,,,,240 x 320$$Pixels
712,Yes,1000 mAh,,,10 KB,Dedicated Slot,,Poya P2,0,‚¹649,0.3MP,,Regular SIM,,,,320 x 240 Pixels
713,,3090 mAh,Yes,,64 GB,,,Nokia 8 ,Android Nougat 7.1.1,"‚¹31,490",13MP + 13MP,2.5 GHz,Nano SIM and Nano SIM,13MP,"Compass Magnetometer, Proximity Sensor, Accelerometer, Ambient Light Sensor, Gyroscope and Barometer",,2560 x 1440 Pixels
714,Yes,2070 mAh,Yes,"Adreno 305, 450 MHz Single Core",16 GB,,No,Moto G ,Android KitKat 4.4,"‚¹9,999",5MP,1.2 GHz,Micro SIM,1.3MP,"Magnetometer, Proximity Sensor, Hall Effect Sensor, Ambient Light Sensor, Accelerometer",140 g,1280 x 720 Pixels
715,,1000 mAh,,,32 MB,Dedicated Slot,,Snowtel Z2 S-40,,‚¹549,0.3MP,1 MHz,,,,,320 x 120$$Pixels
716,Yes,1450 mAh,,,32 MB,Dedicated Slot,,InFocus F115,,‚¹799,0.3MP,1.2 MHz,Mini Sim,,,75 g,240 x 320
717,Yes,3300 mAh,Yes,ARM Mali T830 MP1,16 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,800",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
718,Yes,1000 mAh,,,64 MB,Dedicated Slot,,I Kall I KALL K2180 Blue,,‚¹599,0.3MP,,,0.3MP,,,128 x 160 Pixels
719,Yes,1800 mAh,,,10 MB,Dedicated Slot,,BlackZone TURBO,,‚¹849,1.3MP,1 MHz,,,,,320 x 240$$Pixels
720,,850 mAh,,,256 MB,Dedicated Slot,,Peace P4,,‚¹509,0.3MP,,,,,,320 x 240 Pixels
721,,1800,,,32 MB,Dedicated Slot,,Gfive M22,No,"‚¹1,099",1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
722,,1900 mAh,,,NA MB,,,ITEL IT 7100,,"‚¹1,775",1.3MP,,,,,,360 x 480$$Pixels
723,,1000 mAh,,,32 MB,Dedicated Slot,,Mymax M41,,‚¹599,1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
724,Yes,3900 mAh,,Mali T720,16 GB,Dedicated Slot,,Comio C2 Lite ,Android Nougat 7,"‚¹5,999",8MP,1.3 GHz,Nano SIM,5MP,"Accelerometer, proximity sensor, ambient light sensor",,1280 x 720$$Pixels
725,,1800 mAh,,,256 MB,Dedicated Slot,,Ssky S700,,"‚¹1,040",2MP,1 MHz,,,,,129 x 119$$Pixels
726,Yes,3000 mAh,Yes,ARM Mali-T720 MPI; 650 MHz,32 GB,Dedicated Slot,,iVooMi Me3S ,Android Nougat 7,"‚¹5,999",13MP,1.3 GHz,Nano SIM,8MP,"Light Sensor, G-Sensor, Proximity Sensor",150 g,1280 x 720 pixels
727,,2800 mAh,,,10 MB,Dedicated Slot,,Lemon Dabang 200,,"‚¹1,250",0.3MP,1 MHz,Regular SIM,,,200 g,240 x 320$$Pixels
728,,,Yes,,32 GB,,Yes,Apple iPhone 7 Plus ,iOS 10,"‚¹57,859",12MP + 12MP,,Nano Sim,7MP,"Touch ID Fingerprint Sensor, Barometer, Three-axis Gyro Sensor, Accelerometer, Proximity Sensor, Ambient Light Sensor, Backside Illumination Sensor, Digital Compass",188 g,1920 x 1080 Pixels
729,Yes,3000 mAh,Yes,Adreno 405; 550 MHz,16 GB,,,LYF Water 7 ,Android Lollipop 5.1,"‚¹7,499",13MP,1.5 GHz,Nano SIM,5MP,"Gravity Sensor, Ambient Light Sensor, Proximity Sensor, Gyroscope Sensor, Hall Sensor, Accelerometer, Fingerprint Sensor",160 g,1920 x 1080
730,Yes,1800 mAh,,,10 MB,Dedicated Slot,,BlackZone TURBO,,‚¹849,1.3MP,1 MHz,,,,,320 x 240$$Pixels
731,Yes,2000 mAh,,,32 MB,,,Celkon C9 Jumbo,,"‚¹1,379",1.3MP,,Full Size SIM,,,,240 x 320 Pixels
732,Yes,800 mAh,,,,Dedicated Slot,,Lava Captain N1,,‚¹829,0.3MP,,,,,120 g,128 x 160 Pixels
733,Yes,3000 mAh,Yes,Adreno 308,32 GB,Dedicated Slot,,Redmi 5A ,Android Nougat 7.1.2,"‚¹6,999",13MP,1.4 GHz,Dual Nano SIM,5MP,"Infrared, Accelerometer, Proximity Sensor, Ambient Light Sensor",137 g,1280 x 720 Pixels
734,,2000,,,4 GB,Hybrid Slot,,Jio F90M,KaiOS,"‚¹1,590",2MP,,,,,,320 x 240$$Pixels
735,,2000 mAh,Yes,,8 GB,Dedicated Slot,,LYF C459 ,Android Marshmallow 6,"‚¹3,685",5MP,1.3 GHz,Micro SIM and Micro SIM,2MP,"Gyroscope, Ambient Light Sensor, Accelerometer, Proximity Sensor",139 g,480 x 854 Pixels
736,,2620 mAh,Yes,,16 GB,Dedicated Slot,,Sony Xperia R1 Dual ,Android Nougat 7,"‚¹10,490",13MP,2.4 GHz,Nano SIM,8MP,,154 g,1280 x 720 Pixels
737,Yes,1500 mAh,,,8 GB,Dedicated Slot,,Karbonn A1 INDIAN 4G with VoLTE ,Android Nougat 7.0,"‚¹3,049",3.2MP,1.1 GHz,Micro SIM,2MP,,116 g,800 x 480 Pixels
738,,800 mAh,,,32 MB,Dedicated Slot,,Lava CaptainN1 Lite,,‚¹799,0MP,,Full Size Sim,,,52 g,120 x 160$$Pixels
739,Yes,950 mAh,,,64 MB,Dedicated Slot,,Gfive U707,,‚¹669,0.3MP,,Normal SIM,,,,128 x 160$$Pixels
740,,2620 mAh,Yes,,32 GB,Dedicated Slot,,Sony Xperia R1 Plus Dual ,Android Nougat 7,"‚¹12,490",13MP,2.4 GHz,Nano SIM,8MP,,154 g,1280 x 720 Pixels
741,,2620 mAh,Yes,,32 GB,Dedicated Slot,,Sony Xperia R1 Plus Dual ,Android Nougat 7,"‚¹12,490",13MP,2.4 GHz,Nano SIM,8MP,,154 g,1280 x 720 Pixels
742,Yes,2000 mAh,,,32 MB,Dedicated Slot,,Aqua Neo pro,0,‚¹845,1.3MP,312 MHz,Full SIM,,,,320 x 240$$Pixels
743,Yes,800 mAh,,,32 KB,Dedicated Slot,,Lava Captain 4i,,‚¹889,0.3MP,1 GHz,,,,57 g,120 x 160 Pixels
744,Yes,4010 mAh,,,32 GB,Hybrid Slot,,Coolpad Note 5 ,Android Marshmallow 6,"‚¹9,399",13MP,1.5 GHz,,8MP,"Accelerometer, Geomagnetic Sensor, Proximity Sensor, Light Sensor, Fingerprint Sensor",173.4 g,1920 x 1080 pixels
745,,2620 mAh,Yes,,32 GB,Dedicated Slot,,Sony Xperia R1 Plus Dual ,Android Nougat 7,"‚¹12,490",13MP,2.4 GHz,Nano SIM,8MP,,154 g,1280 x 720 Pixels
746,Yes,1700 mAh,,,32 MB,,,Mtech M15 PRO,,"‚¹1,349",0.3MP,,Normal,,,13.15 g,240 X 320 Pixels
747,Yes,1600 mAh,,,4 GB,,,Intex Aqua 4.5E ,Android KitKat 4.4.2,"‚¹2,299",5MP,1.3 GHz,,2MP,,137 g,480 x 854 Pixels
748,Yes,3300 mAh,Yes,ARM Mali T830 MP1,32 GB,Dedicated Slot,Yes,Samsung Galaxy J7 Prime ,Android Marshmallow 6,"‚¹13,900",13MP,1.6 GHz,Micro SIM,8MP,"Accelerometer, Light Sensor, Proximity Sensor",,1920 x 1080 Pixels
749,,3000 mAh,,,32 GB,Dedicated Slot,,Moto G4 Plus ,Android Marshmallow 6.0.1,"‚¹14,190",16MP,1.5 GHz,,5MP,,,1080 x 1920 Pixels
750,Yes,2000 mAh,Yes,A304 at 400 MHz,8 GB,Dedicated Slot,,Micromax Vdeo 3 ,Android Marshmallow 6,"‚¹4,999",5MP,1.1 GHz,Micro SIM and Micro SIM,2MP,"Gravity Sensors, Proximity Sensor, Light Sensor, Accelerometer",110 g,1280 x 720 pixels
751,,1050,,,32 MB,Dedicated Slot,,Ssky K7,,‚¹790,1.3MP,1.2 MHz,Normal,,,,320 x 428$$Pixels
752,Yes,1500 mAh,,,32.5 KB,,,Intex Tubo S5,,"‚¹1,399",0.3MP,,,,,,240 x 320 Pixels
753,,1050 mAh,,,10 MB,,,Ked 1500,Other,‚¹449,0MP,10 MHz,,,,,120 x 120$$Pixels
754,,800 mAh,,,32 KB,,,Intex Eco 105,N. A.,‚¹710,.3MP,,,,,,128 x 160 Pixels
755,Yes,1800 mAh,Yes,Mali MP2 at 512 MHz,8 GB,Dedicated Slot,,Micromax Vdeo 2 ,Android Marshmallow 6,"‚¹3,499",5MP,1.3 GHz,Micro SIM and Micro SIM,2MP,"Gravity Sensors, Proximity Sensor, Light Sensor",,854 x 480 pixels
756,Yes,2900 mAh,Yes,,32 GB,Dedicated Slot,,Micromax Canvas Infinity HS2 ,Android Nougat 7,"‚¹8,849",13MP,1.4 GHz,,,"Fingerprint Sensor, Proximity Sensor, Light Sensor, Accelerometer, Magnetic Sensor",,1440 x 720$$Pixels
757,,2450 mAh,Yes,,8 GB,Dedicated Slot,,InFocus M500 ,Android Lollipop 5.0,"‚¹4,077",5MP,1.2 GHz,,5MP,Yes,,1920 x 1080 Pixels
758,Yes,1400 mAh,No,,,,No,Karbonn K-Phone 1,,"‚¹1,250",1.3MP,,Mini SIM,,,,320 x 240 Pixels
759,,1100 mAh,,,,,,Micromax X605 Box,0,‚¹965,0.3MP,,,,,,125*125
760,Yes,1800 mAh,,,1 MB,Dedicated Slot,,Fox GOLD,,"‚¹1,299",0.3MP,1 MHz,,,,,240 x 320$$Pixels
761,,300 mAh,,,32 MB,Dedicated Slot,,Whitecherry Spinner,,‚¹939,0MP,1.1 MHz,,,,,128 x 160$$Pixels
762,Yes,1000 mAh,,,64 MB,Dedicated Slot,,I Kall K3310,,‚¹599,0.3MP,,,,,,176 x 220 Pixels
763,Yes,2200 mAh,,,64 MB,Dedicated Slot,,Gfive Z8 Combo of Two Mobile,0,"‚¹1,664",0.3MP,,,,,,240*320
764,,1800 mAh,,,24 MB,,,Micromax X805 Without Charger,,"‚¹1,299",0.03MP,,,,,,320x240
765,Yes,1200 mAh,,,64 MB,Dedicated Slot,,1+1=2 D7,0,‚¹569,0.3MP,,,,,,128 x 160$$Pixels
766,Yes,3000 mAh,Yes,,64 GB,Hybrid Slot,Yes,HTC Desire 10 Pro ,Android Marshmallow 6,"‚¹17,200",20MP,1.8 GHz,Nano SIM,13MP,"Accelerometer, Finger Print Sensor, Gyro, Proximity Sensor, Compass",165 g,1080 x 1920 Pixels
767,Yes,2000 mAh,,,32 MB,Dedicated Slot,,Mtech L10,,"‚¹1,199",0.08MP,,Normal SIM,,,,320 x 240 Pixels
768,Yes,2300 mAh,,,8 GB,Dedicated Slot,,Karbonn K9 Smart Grand ,Android Nougat 7,"‚¹5,299",8MP,1.25 GHz,Micro SIM,,,,480 x 854 Pixels
769,,1750 mAh,,,32 MB,Dedicated Slot,,Do M10,,‚¹899,0.3MP,,,,,,240 x 320$$Pixels
770,Yes,1020 mAh,,,4 MB,Dedicated Slot,,Nokia 150,,"‚¹1,998",0.3MP,,Micro SIM,,,81 g,240 x 320 Pixels
771,Yes,2500 mAh,Yes,,16 GB,Hybrid Slot,Yes,ZOPO Color - X5.5 ,Android Marshmallow 6.0,"‚¹6,390",8MP,1.3 GHz,Micro SIM and Nano SIM,5MP,"Gravity, Accelerometer (3 axis), Range, Light",166 g,1280 x 720$$Pixels
772,Yes,950 mAh,,,64 MB,Dedicated Slot,,Gfive U229,0,‚¹529,0.3MP,,,,,,128 x 160$$Pixels
773,,1800,,,32 MB,Dedicated Slot,,Gfive M22,No,"‚¹1,099",1.3MP,1.2 MHz,,,,,320 x 400$$Pixels
774,Yes,1000 mAh,,,32 MB,Dedicated Slot,,Mtech G17,,‚¹799,0.3MP,,,,,,128 x 160 Pixels
775,,3500 mAh,Yes,,64 GB,,,Lenovo Z2 Plus ,Android Marshmallow 6.0.1,"‚¹12,990",13MP,2.15 GHz,Nano SIM,8MP,"Gyro Sensor, E-compass, Accelerometer, Light Sensor, Hall Sensor, Pedometer, Finger Print Sensor",149 g,1920 x 1080 pixels
776,Yes,800 mAh,,,,Dedicated Slot,,XCCESS X490,,‚¹745,0.3MP,1 MHz,,,,70 g,128 x 160 Pixels
777,,850 mAh,,,64 MB,Dedicated Slot,,Mezire M-3310,0,‚¹692,0.3MP,1.2 MHz,,,,,176 x 220$$Pixels
778,,2620 mAh,Yes,,32 GB,Dedicated Slot,,Sony Xperia R1 Plus Dual ,Android Nougat 7,"‚¹12,490",13MP,2.4 GHz,Nano SIM,8MP,,154 g,1280 x 720 Pixels
779,Yes,2900 mAh,Yes,,16 GB,,,InFocus M812 ,Android Lollipop 5,"‚¹9,409",13MP,2.5 GHz,,8MP,"Accelerometer, Compass, Gyro-sensor",,1920 x 1080 Pixels
780,Yes,950 mAh,,,64 MB,Dedicated Slot,,GLX W5 Combo of Two Mobiles,0,"‚¹1,119",0.3MP,,,,,,128 x 160$$Pixels
781,,2000 mAh,,,8 GB,,,Micromax Canvas Amaze ,Android Lollipop 5.1,"‚¹6,990",13MP,1.3 GHz,,,,,1280 x 720 Pixels
782,Yes,2500 mAh,Yes,,16 GB,Hybrid Slot,Yes,ZOPO Color - X5.5 ,Android Marshmallow 6.0,"‚¹6,390",8MP,1.3 GHz,Micro SIM and Nano SIM,5MP,"Gravity, Accelerometer (3 axis), Range, Light",166 g,1280 x 720$$Pixels
783,Yes,2200 mAh,,,64 MB,Dedicated Slot,,1+1=2 D4,0,‚¹729,0.3MP,,,,,,240 x 320$$Pixels
