Name,Price_INR,In The Box,Model Number,Model Name,Color,Browse Type,SIM Type,Hybrid Sim Slot,Touchscreen,OTG Compatible,Display Size,Resolution,Operating System,Processor Core,Primary Clock Speed,Internal Storage,RAM,Memory Card Slot Type,Primary Camera,Network Type,Supported Networks,Battery Capacity,Warranty Summary,GPRS,Removable Battery,Video Recording,Mini USB Version,Dial Color,Flash,EDGE Features,Audio Jack,Reading Type,Width,Battery Life,Important Apps,Predictive Text Input,Usage,Number of Cores,Sensor,Processor Speed,Sweat Proof,Indicator Type,Number of Buttons,Brand,Pre-installed Browser,Mini HDMI Port,Talk Time,Call Function,Scratch Resistant,Charging Method,Email Support,Speaker Volume,Number of Contact Points,Depth,Calorie Count,WAP Version,Call Divert,Shock Resistant,Operating Range,International Warranty,Display Type,Dual Camera Lens,Sales Package,Maximum Operating Altitude,Operating Frequency,GPU,Display,Standby Time,GPS,Diameter,Supported Memory Card Type,Frame Rate,Service Type,Voice Control,Java Application,Messaging Support,Primary Camera Available,Infrared,Music Player,Quick Charging,Supported Apps,One Touch Button,warranty_summary,Wi-Fi Hotspot,Activity Tracking Function,Call Records,Dial Shape,Thickness,Music Time,Supported Audio Format,Image Editor,Video Call Support,Compatible Device,Touch Enabled,Dual Battery,Bluetooth,3G,Optical Zoom,Display Resolution,Audio Formats,Bluetooth Support,Charger Type,Touch Control,Instant Message,Alarm Clock,Material,TV Out,Audio Features,Additional Content,Strap Color,Battery Type,Sensors,Internal Memory,Altimeter,Voice Input,Activity Tracker Present,Touchscreen Type,NFC,Step Count,Care Instructions,Display Colors,Social Networking Phone,Field of View,Other Features,Charging Time,Call Wait/Hold,User Memory,Chronograph,Full HD Recording,SIM Access,Logs,Keypad,Certification,Compatible Operating System,GPRS Features,Compatible Devices,Date & Time Display,Micro USB Port,User Interface,3G Speed,Conference Call,Expandable Storage,Connectivity Range,Calendar,Size,Backlight Display,JAVA Support,Microphone,Water Resistant,Rechargeable Battery,Notification,Graphics PPI,SMS,Phone Book Memory,Speed Dialing,Expandable Memory,Operating Temperature,Keypad Type,Noise Cancellation,Bluetooth Range,Supported Languages,USB Tethering,USB Connectivity,Wifi Enabled,Water Resistance Depth,Charge Time,Hot SWAP Support,Ringtones Format,Heart Rate Monitor,Compass,Supported Video Format,Other Display Features,HD Playback,Not Covered in Warranty,Closure,Other Connectivity Features,Language,Ideal For,Video Formats,Ergonomic Design,Audio Transparency,Compatible With,Browser,FM Radio Recording,Sound Enhancements,Brand Color,Technology Used,Primary Camera Features,WAP,Wireless Options,Mobile Tracker,Weight,MMS,Height,Map Support,HD Recording,Call Log Memory,Digital Zoom,Secondary Camera,Processor Type,Bluetooth Version,Wireless Charging,Water-Resistant Depth,Third Party App Support,not_covered_in_warranty,Mini USB Port,covered_in_warranty,Video Recording Resolution,Other Multimedia Features,Speaker Phone,Wifi Version,Speaker,Function,Battery Chargeable,Dial Material,Sensor Type,Suitable For,Call Timer,Type,Covered in Warranty,Strap Material,Other Fitness Features,Bluetooth Enabled,Talk time,FM Radio,Warranty Service Type,service_type,Wireless Data Processing,SIM Size,Audio Jack Supported,Stand By Time,Secondary Camera Available,Secondary Clock Speed,Other Dimensions,Notification Type,Secondary Camera Features,Processor Name,Wi-Fi Version,Heart Rate Monitor Present,Other Battery Features,Compatible OS,Hands Free,Smartphone,Games,Upgradable Operating System,Phone Book,Operating System Supported,SMS Memory,Wi-Fi,Resolution Type,Total Memory,Gesture Control,Type of Tracking,HD Game Support,DLNA Support,Series,GPS Support,Call Features,Internet Connectivity,EDGE,Business Phone,Other Watch Functions,Other Camera Features,Micro USB Version,Video Features,Domestic Warranty
CREATION4U C4U-DZ-430 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Gold SmartwatchÂ Â (Gold Strap Regular),"‚¹1,099",,DZ09-430 Compatible With Xolo WIN Q900s,C4U-DZ-430 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles,,,,,Yes,,1.56 inch,,Android Wear,,,,,,2 MP,,,,6 Months Warranty for Manufacturing Defects,,,,,Multicolor,,,,,,2 years,,,Watchphone,,"Accelerometer, Gyroscope",,,,1,,,,,Yes,,,No,,,,Yes,,,,5 m,,,,1 Smartwatch,,,,,,No,,,,,,,No,,,,,,,,,,,Square,,,,,,Xolo WIN Q900s,,,Yes,,,240 X 240 pixel,,,USB Cable,,,Yes,,,,,Gold,Li-ion Battery,,,No,,,,,Yes,,,,,,,,,Yes,,,,,,Android 4.1 and above: ios 7.1 and above,,,Date & Time,,,,,,,Yes,Regular,,,,Yes,Yes,"Ringer, Vibration",,,,,,,,,,,,,,,120 min,,,,No,,,,Any Kind Physical Damage,,,"English,French,German,Italiano Spanish,Portuguese,Hindi,Finnish Russian,Turkish,Arabic,Swedish Thai,Vietnamese,Chinese",Unisex,,,,,,,,,,,,,,,,,,,,,,,v3.0,,,Not Supported,,,,,,,,Yes,,,Stainless steel,,,,,Manufacturing Defects,Silicone,,,,,"On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected.",,,,,,,,,"Ringer, Vibration",,,,,,,,,,,,,,No,,,"Change Music, Answer Calls",,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,,,Yes,
Wokit DZ09-65 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),"‚¹1,099",,WKT- DZ09-65,DZ09-65 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles,,,,,Yes,,1.56 inch,,"Android, iOS, Windows",,,,,,2 MP,,,,,,,,,Black,,,,,,2 Years,,,Watchphone,,"Sleep Moniter, Pedometer",,,,1,,,,,Yes,,,Yes,,,,,,,,10 m,,TFT,,1 Smartwatch,,,,,,,,,,,Make Calls,,Yes,,,,,,,,,,,Square,,,,,,HTC Desire 820Q Dual Sim,,,Yes,,,240 X 240 pixel,,,USB Cable,,,Yes,,,,,Black,Li-ion Battery,,,Yes,,,,,,,,,,,,,,No,,,,,,Android 4.1 and above: ios 7.1 and above,,,Date & Time Display,,,,,,,Yes,Regular,Yes,,1 Microphone,No,Yes,"Ringing reminder when you receive a call, Ringing reminder once your mobile phone disconnected, Diaplay the number or name of incoming calls, Ring reminder when Android smart phone receive a message (including Wechat, Facebook, Whatsup, Twitter, Skype and so on)",,,,,32 GB,,,,,,,,,,120 min,,,,No,,,,Any Physical Damage,Bukle,,"English, French, Spanish, Arabic, Many more",Unisex,,,,,,,,,,,,,,,,,,,,,,,v 3.0 + EDR,,,Not Supported,,,,,,,,Yes,,,Stainless Steel,,,,,Manufacturer Defects Only,Silicone,,,3 hr,,,,,,,160 hr,,,,"Vibration,Ringing",,,,,,,,,,,,,,No,,,,,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,"Accelerometer, Gyroscope",,,1 Month
McLaurin DZ09 Brown Smartwatch SmartwatchÂ Â (Brown Strap Regular),‚¹975,,ML-WA-01,DZ09 Brown Smartwatch,,,,,Yes,,1.56 inch,,,,,,,,,,,,,,,,,,,,,,,2 Year,,,Watchphone,,NA,,,,,,,,,Yes,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,Rectangle,,,,,,,,,Yes,,,240 x 240 pixel,,,,,,,,,,,Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Regular,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unisex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rubber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Golden Smartwatch Golden SmartwatchÂ Â (Brown Strap Regular),"‚¹1,099",,Dz09Golden-77,Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Golden Smartwatch,,,,,Yes,,1.63 inch,,Android,,,,,,2.1 MP,,,,6Months Warranty against Manufacturing Defect,,,,,Golden,,,,,56.6 mm,2,,,Watchphone,,"Accelerometer, Gyroscope",,,,,,,,,Yes,Yes,,Yes,,,,Yes,,,,,,Ultra HD,,"1 Smart Watch, 1 USB Cable, 1 User Manual",,,,,,Yes,147 mm,,,,,,Yes,,,,,,,,,,,Square,11.1 mm,,"MP3, MP4",,,Android,,,Yes,,,240 X 240 pixel pixel,,,USB Cable,,,Yes,,,,,Brown,380 mAh,,,Yes,,,,,Yes,,,,,,,,,Yes,,,,,,Android 4.3,,,Date & Time,,,,,,,Yes,Regular,Yes,,1,No,Yes,"Ringing Reminder When You Receive A Call, Ringing Reminder Once Your Mobile Phone Disconnected",,,,,16 GB,,,,,,,,,,120 min,,,Yes,Yes,"MP3, MP4",3 Clock Designs,,,,"Remote Camera Operation, Receive Calls from your watch","English,French,German,Italiano Spanish,Portuguese,Hindi,Finnish Russian,Turkish,Arabic,Swedish Thai,Vietnamese,Chinese",Unisex,,,,,,,,,,,,,,73.8 g,,36.8 mm,,,,,,,3,,,,,,,,FM Radio,,,2,,,Stainless Steel,,,,,6 Month Replacement Warranty against Manufacturing Defect,Rubber,"Pedometer, Sleep Monitor, Sedentary Reminder",,1 hr,,Replacement,,,,,5 hr,,,,Vibration,,,,,,,,,,,,,,No,,,,,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,"Zoom, Effect Settings (GrayScale, Sepia, Color Invert)",,Video Recording,
TECHNO FROST Techno GT Smartwatch Multi SmartwatchÂ Â (Black Strap Regular),"‚¹1,255",,Tech-GT-0850,Techno GT Smartwatch,,,,,Yes,,1.54 inch,,Android,,,,,,1.9 MP,,,,,,,,,Black,,,,,,2 Years,,,Fitness & Outdoor,,Motion,,,,1,,,,,Yes,Yes,,,,,,,,,,10 m,,TFT,,"1 Smartwatch, 1 USB cable, 1 user manual",,,,,,,,,,,Yes,,Yes,,,,,,,,,,,Square,,,,,,Mobile phones,,,Yes,,,240*240 pixel,,,USB,,,Yes,,,,,Black,Lithium Ion,,,Yes,,,,,Yes,,,,,,,,,,,,,,,10,,,Date & Time,,,,,,,Yes,Regular,Yes,,1,No,Yes,,,,,,,,,,,,,,,,120 min,,,,Yes,,3 clock design,,"Warranty Does Not Cover Any External Accessories (Such As Battery, Cable, Carrying Bag), Damage Caused To The Product Due To Improper Installation By Customer, Normal Wear And Tear To Magnetic Heads, Audio, Video, Laser Pick-Ups And Tv Picture Tubes, Panel, Damages Caused To The Product By Accident, Lightening, Ingress Of Water, Fire, Dropping Or Excessive Shock, Any Damage Caused Due To Tampering Of The Product By An Unauthorized Agent, Liability For Loss Of Data, Recorded Images Or Business Opportunity Loss.",Clip-on,,English,Unisex,,,,,,,,,,,,,,75 g,,,,,,,,,V 4.0+3.0,,,,,,,,,,,1,,,Stainless steel,,,,,Limited to manufacturing defects only,Silicone,,,5 hr,,Customer need to call Carnation Impex,,,,,5 hr,,,,,,,,,,,,,,,,,,No,,,,,,,,,"Mute calls, take calls, reject calls , bluetooth calls",,,,"Calculator, Audio player, Sound recording, Anti lost feature",,,,
Goosprey DZ09-37 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),"‚¹1,399",,GSPRYDZ09-37,DZ09-37 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles,,,,,Yes,,1.56 inch,,Android Wear,,,,,,2 MP,,,,6 Months Warranty for Manufacturing Defects,,,,,,,,,,,2 years,,,Watchphone,,"Accelerometer, Gyroscope",,,,1,,,,,Yes,,,No,,,,Yes,,,,5 m,,,,1 Smartwatch,,,,,,No,,,,,,,No,,,,,,,,,,,Square,,,,,,All Zen Ultrafone Mobiles,,,Yes,,,240 X 240 pixel,,,USB Cable,,,Yes,,,,,Black,Li-ion Battery,,,No,,,,,Yes,,,,,,,,,Yes,,,,,,Android 4.1 and above: ios 7.1 and above,,,Date & Time,,,,,,,Yes,Regular,Yes,,,Yes,Yes,"Ringer, Vibration",,,,,32 GB,,,,,,,,,,120 min,,,,No,,,,Any Kind Physical Damage,,,"English,French,German,Italiano Spanish,Portuguese,Hindi,Finnish Russian,Turkish,Arabic,Swedish Thai,Vietnamese,Chinese",Unisex,,,,,,,,,,,,,,,,,,,,,,,v3.0,,,Not Supported,,,,,,,,Yes,,,Stainless steel,,,,,Manufacturing Defects,Silicone,,,,,"On-site Service, Customer needs to call the nearby Authorized Service Center, service engineer will come to the site to get the product repaired or inspected.",,,,,,,,,"Ringer, Vibration",,,,,,,,,,,,,,No,,,"Change Music, Answer Calls",,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,,,Yes,
Mobile Link Liquid E700 Compatible Smartwatch Silver SmartwatchÂ Â (Silver Strap Free Size),‚¹759,,DZ09,Liquid E700 Compatible Smartwatch,,,,,Yes,,1.54 inch,,Android,,,,512 MB,,1.9 MP,,,,,,,,,Silver,NA,,,,12 mm,2 Years,,,Notifier,,"Sleep Moniter, Pedometer",,,,2,,,,,Yes,Yes,,Yes,Low: 92 dB,,,Yes,,,,10 m,,OLED,,"1 Smartwatch , Charger Cable",3000 m,,,,,Yes,147 mm,,,,Yes,,Yes,,,,,,,,,,,Oval,5 mm,,Mp3,,,Mobile Phones,,,Yes,,,240x240 pixel,,,USB Cable,,,Yes,,,Noise Cancellation,,Silver,Lithium Ion,,,No,,,,,Yes,,,,,Pe loaded app,,,,Yes,,,,,,"Android ,IOS & Window",,,date & Time Display,,,,,,,Yes,Free Size,Yes,,1 Microphone,No,Yes,"Calendar Reminder, Missed Call Notification",,,,,512 GB,,,,,,,,,100 m,120 min,,,Yes,Yes,MP4,Can be used as smartphone,NA,,Clip-on,bluetooth,English,Unisex,,,,,,,,,,,,,,100 g,,7 mm,,NA,,,,,v4.0,,,Not Supported,,,,,Smartphone Working,,,1 speaker,,,Other,,,,,,Rubber,Sleep Tracking,,10 hr,,,,,,,48 hr,,,NA,Vibration,,,,,,,,,,,,,,No,,,"Change Music, Answer Calls",,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,"Barometer, pedometer, smart features","Auto Focus, Sound & Shot",,Video Recording,1 Months
Wokit A1-422 Golden SmartwatchÂ Â (Brown Strap Regular),"‚¹1,229",,WKT A1-422,A1-422,,,,,Yes,,,,"Android, iOS, Windows",,,,,,2 MP,,,,,,,,,Brown,,,,,,2 Years,,,Watchphone,,,,,,1,,,,,Yes,,,Yes,,,,,,,,10 m,,TFT,,1 Smartwatch,,,,,,,,,,,Make Calls,,Yes,,,,,,,,,,,Rectangle,,,,,,Xolo Q2000,,,Yes,,,1280x720 pixel,,,USB Cable,,,Yes,,,,,Brown,Li-ion Battery,,,Yes,,,,,,,,,,,,,,No,,,,,,Android 4.1 and above: ios 7.1 and above,,,Date & Time,,,,,,,Yes,Regular,Yes,,1 Microphone,No,Yes,"Ringing reminder when you receive a call, Ringing reminder once your mobile phone disconnected, Diaplay the number or name of incoming calls, Ring reminder when Android smart phone receive a message (including Wechat, Facebook, Whatsup, Twitter, Skype and so on)",,,,,32 GB,,,,,,,,,,,,,,No,,,,Any Physical Damage,Clip-on,,"English, French, Spanish, Arabic, Many more",Unisex,,,,,,,,,,,,,,,,,,,,,,,v 3.0 + EDR,,,Not Supported,,,,,,,,Yes,,,Stainless Steel,,,,,Manufacturer Defects Only,Silicone,,,3 hr,,,,,,,160 hr,,,,"Vibration,Ringing",,,,,,,,,,,,,,No,,,,,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,"Accelerometer, Gyroscope",,,1 Month
Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch Black SmartwatchÂ Â (Black Strap Regular),"‚¹1,099",,Dz09Black-103,Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black Smartwatch,,,,,Yes,,1.63 inch,,Android,,,,,,2.72 MP,,,,6Months Warranty against Manufacturing Defect,,,,,Black,,,,,56.6 mm,2,,,Watchphone,,"Accelerometer, Gyroscope",,,,,,,,,Yes,Yes,,Yes,,,,Yes,,,,,,Ultra HD,,"1 Smart Watch, 1 USB Cable, 1 User Manual",,,,,,Yes,147 mm,,,,,,Yes,,,,,,,,,,,Square,11.1 mm,,"MP3, MP4",,,Android,,,Yes,,,240 X 240 pixel pixel,,,USB Cable,,,Yes,,,,,Black,380 mAh,,,Yes,,,,,Yes,,,,,,,,,Yes,,,,,,Android 4.3,,,Date & Time,,,,,,,Yes,Regular,Yes,,1,No,Yes,"Ringing Reminder When You Receive A Call, Ringing Reminder Once Your Mobile Phone Disconnected",,,,,16 GB,,,,,,,,,,120 min,,,Yes,Yes,"MP3, MP4",3 Clock Designs,,,,"Remote Camera Operation, Receive Calls from your watch","English,French,German,Italiano Spanish,Portuguese,Hindi,Finnish Russian,Turkish,Arabic,Swedish Thai,Vietnamese,Chinese",Unisex,,,,,,,,,,,,,,73.8 g,,36.8 mm,,,,,,,3,,,,,,,,FM Radio,,,2,,,Stainless Steel,,,,,6 Month Replacement Warranty against Manufacturing Defect,Rubber,"Pedometer, Sleep Monitor, Sedentary Reminder",,1 hr,,Replacement,,,,,5 hr,,,,Vibration,,,,,,,,,,,,,,No,,,,,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,"Zoom, Effect Settings (GrayScale, Sepia, Color Invert)",,Video Recording,
Eleganz ELNZ A1-153 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),"‚¹1,299",,ELNZ A1-153,ELNZ A1-153 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles,,,,,Yes,,,,"Android, iOS, Windows",,,,,,2 MP,,,,,,,,,Black,,,,,,2 Years,,,Watchphone,,,,,,1,,,,,Yes,,,Yes,,,,,,,,10 m,,TFT,,1 Smartwatch,,,,,,,,,,,Make Calls,,Yes,,,,,,,,,,,Rectangle,,,,,,LG Google Nexus 5,,,Yes,,,1280x720 pixel,,,USB Cable,,,Yes,,,,,Black,Li-ion Battery,,,Yes,,,,,,,,,,,,,,No,,,,,,Android 4.1 and above: ios 7.1 and above,,,Date & Time,,,,,,,Yes,Regular,Yes,,1 Microphone,No,Yes,"Ringing reminder when you receive a call, Ringing reminder once your mobile phone disconnected, Diaplay the number or name of incoming calls, Ring reminder when Android smart phone receive a message (including Wechat, Facebook, Whatsup, Twitter, Skype and so on)",,,,,32 GB,,,,,,,,,,,,,,No,,,,Any Physical Damage,Clip-on,,"English, French, Spanish, Arabic, Many more",Unisex,,,,,,,,,,,,,,,,,,,,,,,v 3.0 + EDR,,,Not Supported,,,,,,,,Yes,,,Stainless Steel,,,,,Manufacturer Defects Only,Silicone,,,3 hr,,,,,,,160 hr,,,,"Vibration,Ringing",,,,,,,,,,,,,,No,,,,,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,Facebook Whatsapp SIM card Answer or dial calls Phone book Call records SMS Pedometer Calorie monitor Clock Remote camera Camera Video Music player Recorder Radio Searhing internet Remote notifier Anti-lost Bluetooth Calendar Calculator Sleep monitoring Sedentary reminder Mileage Stopwatch Time Sync,"Accelerometer, Gyroscope",,,1 Month
Wokit U8 Red SmartwatchÂ Â (Red Strap Regular),‚¹899,,WKT-297 U8 Bluetooth Smartwatch Compatible with All Android Mobiles,U8,,,,,Yes,,1.48 inch,,"Android, iOS, Windows",,,,,,,,,,,,,,,Black,,,,,,2 Years,,,Watchphone,,"G-Sensor, Sleep Monitor, Pedometer",,,,,,,,,Yes,,,Yes,,,,Yes,,,,10 m,,TFT,,"Smart Watch, USB Cable, USB ADATPER",,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,,Panasonic T21,,,Yes,,,128 X 128 pixel,,,USB Cable,,,Yes,,,,,Red,Li-ion Battery,,,Yes,,,,,,,,,,,,,,No,,,,,,,,,Date & Time Display,,,,,,,Yes,Regular,,,,No,Yes,"Ringing reminder when you receive a call, Ringing reminder once your mobile phone disconnected, Diaplay the number or name of incoming calls, Ring reminder when Android smart phone receive a message (including Wechat, Facebook, Whatsup, Twitter, Skype and so on)",,,,,,,,,,,,,,,60 min,,,,No,,,,Any Physical Damage,Bukle,,"English, French, Spanish, Arabic, Many more",Unisex,,,,,,,,,,,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,,,,,,,,Stainless Steel,,,,,Manufacturer Defects Only,Silicone,,,3 hr,,,,,,,160 hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Voice recorder, Alarm Clock, pedometer, sleep monitor, Anti lost, reminder, altimeter, Barometer",,,,1 Month
HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Lg Optimus Pro C660 Silver SmartwatchÂ Â (White Strap Regular),"‚¹2,349",,HTMAX Y1-156,BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Lg Optimus Pro C660,,,,,Yes,,1.54 inch,,Android,,,,,,,,,,1 Month Manufacture Warranty,,,,,Silver,,,,,,1 Years,,,Fitness & Outdoor,,"G-Sensor, Sleep Monitor, Pedometer",,,,1,,,,,Yes,,,,,,,Yes,,,,10 m,,,,1 Smartwatch,,,,,,,,,,,Make Calls,,Yes,,,,,,,,,,,Oval,,,MP3,,,Lg Optimus Pro C660,,,Yes,,,240 x 240 pixel,,,USB Cable,,,Yes,,,,,White,Li-ion Battery,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Date & Time Display,,,,,,,Yes,Regular,,,1 Microphone,No,Yes,"Calendar Reminder, Missed Call Notification",,,,,32 GB,,,,,,,,,,120 min,,,,,,,,"Physical damages, Water Damages, Moisture Damages, Seal Tampering & Burnout Cases",Bukle,,English,Unisex,,,,,,,,,,,,,,,,,,,,,,,v3.0,,,,,,,,,,,,,,Stainless Steel,,,,,Warranty Of The Product Is Limited To Manufacturing Defects Only,Rubber,Sleep Tracking,,,,Customer Need to Sent at Seller End,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,,,,,1 Month
Wokit U8 White SmartwatchÂ Â (White Strap Regular),‚¹899,,WKT-285 U8 Bluetooth Smartwatch Compatible with All Android Mobiles,U8,,,,,Yes,,1.48 inch,,"Android, iOS, Windows",,,,,,,,,,,,,,,Black,,,,,,2 Years,,,Watchphone,,"G-Sensor, Sleep Monitor, Pedometer",,,,,,,,,Yes,,,Yes,,,,Yes,,,,10 m,,TFT,,"Smart Watch, USB Cable, USB ADATPER",,,,,,,,,,,,,,,,,,,,,,,,Square,,,,,,OnePlus One,,,Yes,,,128 X 128 pixel,,,USB Cable,,,Yes,,,,,White,Li-ion Battery,,,Yes,,,,,,,,,,,,,,No,,,,,,,,,Date & Time Display,,,,,,,Yes,Regular,,,,No,Yes,"Ringing reminder when you receive a call, Ringing reminder once your mobile phone disconnected, Diaplay the number or name of incoming calls, Ring reminder when Android smart phone receive a message (including Wechat, Facebook, Whatsup, Twitter, Skype and so on)",,,,,,,,,,,,,,,60 min,,,,No,,,,Any Physical Damage,Bukle,,"English, French, Spanish, Arabic, Many more",Unisex,,,,,,,,,,,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,,,,,,,,Stainless Steel,,,,,Manufacturer Defects Only,Silicone,,,3 hr,,,,,,,160 hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Voice recorder, Alarm Clock, pedometer, sleep monitor, Anti lost, reminder, altimeter, Barometer",,,,1 Month
HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Blaze Silver SmartwatchÂ Â (White Strap Regular),"‚¹2,349",,HTMAX Y1-205,BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Blaze,,,,,Yes,,1.54 inch,,Android,,,,,,,,,,1 Month Manufacture Warranty,,,,,Silver,,,,,,1 Years,,,Fitness & Outdoor,,"G-Sensor, Sleep Monitor, Pedometer",,,,1,,,,,Yes,,,,,,,Yes,,,,10 m,,,,1 Smartwatch,,,,,,,,,,,Make Calls,,Yes,,,,,,,,,,,Oval,,,MP3,,,Micromax Canvas Blaze,,,Yes,,,240 x 240 pixel,,,USB Cable,,,Yes,,,,,White,Li-ion Battery,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Date & Time Display,,,,,,,Yes,Regular,,,1 Microphone,No,Yes,"Calendar Reminder, Missed Call Notification",,,,,32 GB,,,,,,,,,,120 min,,,,,,,,"Physical damages, Water Damages, Moisture Damages, Seal Tampering & Burnout Cases",Bukle,,English,Unisex,,,,,,,,,,,,,,,,,,,,,,,v3.0,,,,,,,,,,,,,,Stainless Steel,,,,,Warranty Of The Product Is Limited To Manufacturing Defects Only,Rubber,Sleep Tracking,,,,Customer Need to Sent at Seller End,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,"Reject & Mute Calls, Pre-defined SMS, Take Call",,,,,,,,1 Month
